ORGANIZACION_POLITICA,NOMBRE_COMPLETO,LUGAR_POSTULA,SEXO
FRENTE ESPERANZA,VERONICA JANET PEREZ ALQUIZAR,LAMBAYEQUE  ,FEMENINO
FRENTE ESPERANZA,MARIA GRISELDA FLORES LEYVA,LAMBAYEQUE  ,FEMENINO
FRENTE ESPERANZA,JOSE HESGUAR NECIOSUP GUEVARA,CAJAMARCA  ,MASCULINO
FRENTE ESPERANZA,LEY MIN CHUNG SAAVEDRA ,LAMBAYEQUE  ,MASCULINO
FRENTE ESPERANZA,JOSE MANUEL QUIROZ LLUEN,LAMBAYEQUE  ,MASCULINO
FRENTE ESPERANZA,JUAN TEOBALDO ZAPATA CARRION,CALLAO  ,MASCULINO
FRENTE ESPERANZA,RAMON INOÑAN ZAPATA,LAMBAYEQUE  ,MASCULINO
FRENTE ESPERANZA,NORMA ADRIANA RUEDA ÑOPO,LIMA LIMA ,FEMENINO
FRENTE ESPERANZA,PILAR ALEJANDRA BALBIN VILLANUEVA,LIMA  ,FEMENINO
FRENTE ESPERANZA,MIRELLA EVELYN CUYA SALVATIERRA,LIMA  ,FEMENINO
FRENTE ESPERANZA,SANDRO AURELIO BALVIN SAENZ,LIMA  ,MASCULINO
FUERZA POPULAR,ELLA LAURA PILAR SOTO CHOQUE,PASCO  ,FEMENINO
FUERZA POPULAR,FEDERICO PARIONA GALINDO ,JUNIN  ,MASCULINO
FUERZA POPULAR,KARLA MELISSA SCHAEFER CUCULIZA ,PIURA  ,FEMENINO
FUERZA POPULAR,JUAN MANUEL ALARCON ATO ,PIURA  ,MASCULINO
FUERZA POPULAR,LUIS ENRIQUE OTOYA TRELLES,LIMA  ,MASCULINO
FUERZA POPULAR,CARLOS AMADEO SAMANIEGO FIGALLO,PIURA  ,MASCULINO
FUERZA POPULAR,EVITA MARIA OJEDA CELI ,PIURA  ,FEMENINO
FUERZA POPULAR,DESSY LOURDES ZANABRIA PALOMINO DE NACK ,AREQUIPA  ,FEMENINO
FUERZA POPULAR,BEATRIZ YAMASHIRO NAKASONE ,UCAYALI  ,FEMENINO
FUERZA POPULAR,MARIA DEL PILAR SUAREZ NOLE ,CALLAO  ,FEMENINO
FUERZA POPULAR,GILMER TRUJILLO ZEGARRA ,SAN MARTIN  ,MASCULINO
FUERZA POPULAR,MILAGROS EMPERATRIZ SALAZAR DE LA TORRE,LIMA  ,FEMENINO
FUERZA POPULAR,LUZ FILOMENA SALGADO RUBIANES ,LIMA  ,FEMENINO
FUERZA POPULAR,MIGUEL ANGEL TORRES MORALES ,LIMA  ,MASCULINO
FUERZA POPULAR,MARIA LOURDES PIA LUISA ALCORTA SUERO,LIMA  ,FEMENINO
FUERZA POPULAR,MAURICIO MIRANDA VARGAS FANO ,LIMA  ,MASCULINO
FUERZA POPULAR,ENRIQUE SANDRO STAPLETON PONCE ,LIMA  ,MASCULINO
FUERZA POPULAR,GIAN CARLO VACCHELLI CORBETTO ,LIMA  ,MASCULINO
FUERZA POPULAR,CARLOS MARIO DEL CARMEN TUBINO ARIAS SCHREIBER ,UCAYALI  ,MASCULINO
FUERZA POPULAR,VICTOR AUGUSTO ALBRECHT RODRIGUEZ ,CALLAO  ,MASCULINO
FUERZA POPULAR,CESAR ANTONIO SEGURA IZQUIERDO ,ICA  ,MASCULINO
FUERZA POPULAR,KENJI GERARDO FUJIMORI HIGUCHI ,LIMA  ,MASCULINO
FUERZA POPULAR,MARIA URSULA INGRID LETONA PEREYRA,LIMA  ,FEMENINO
FUERZA POPULAR,MARIA CELESTE CHAMOCHUMBI ORTIZ,LIMA  ,FEMENINO
FUERZA POPULAR,LEYLA FELICITA CHIHUAN RAMOS,LIMA  ,FEMENINO
FUERZA POPULAR,MARCO ANTONIO MURRIETA OSTOS,LIMA  ,MASCULINO
FUERZA POPULAR,PALOMA ROSA NOCEDA CHIANG ,LIMA  ,FEMENINO
FUERZA POPULAR,CARLOS ALBERTO SEGUNDO SANCHEZ CENTURION ,LIMA  ,MASCULINO
FUERZA POPULAR,MILTON MIRANDA ROMAN ,LA LIBERTAD  ,MASCULINO
FUERZA POPULAR,GUILLERMO AUGUSTO BOCANGEL WEYDERT,HUANUCO  ,MASCULINO
FUERZA POPULAR,TAMAR ARIMBORGO GUERRA ,LORETO  ,FEMENINO
FUERZA POPULAR,ESTHER STHEPH COARITA UCHARICO,LIMA  ,FEMENINO
FUERZA POPULAR,LIZBETH HILDA ROBLES URIBE ,LIMA LIMA ,FEMENINO
FUERZA POPULAR,PERCY ELOY ALCALA MATEO,LIMA LIMA ,MASCULINO
FUERZA POPULAR,YESENIA PONCE VILLARREAL DE VARGAS,ANCASH  ,FEMENINO
FUERZA POPULAR,GLADYS GRISELDA ANDRADE SALGUERO DE ALVAREZ ,LIMA LIMA ,FEMENINO
FUERZA POPULAR,ESTEBAN DIOMEDES RIVERA CARRERA ,MADRE DE DIOS  ,MASCULINO
FUERZA POPULAR,PATRICIA ELIZABETH DONAYRE PASQUEL ,LORETO  ,FEMENINO
FUERZA POPULAR,VICTOR ELVIS MORI ZUMAETA ,LORETO  ,MASCULINO
FUERZA POPULAR,JUAN CARLOS DEL AGUILA CARDENAS ,LORETO  ,MASCULINO
FUERZA POPULAR,FELIX NINA COAGUILA,MOQUEGUA  ,MASCULINO
FUERZA POPULAR,MARIO FIDEL MANTILLA MEDINA ,MOQUEGUA  ,MASCULINO
FUERZA POPULAR,CLAYTON FLAVIO GALVAN VENTO,PASCO  ,MASCULINO
FUERZA POPULAR,ROY ERNESTO VENTURA ANGEL,PASCO  ,MASCULINO
FUERZA POPULAR,ISRAEL TITO LAZO JULCA ,JUNIN  ,MASCULINO
FUERZA POPULAR,VLADIMIRO HUAROC PORTOCARRERO,JUNIN  ,MASCULINO
FUERZA POPULAR,RAUL CESAR FRANCO INGA ,LIMA  ,MASCULINO
FUERZA POPULAR,SONIA ROSARIO ECHEVARRIA HUAMAN ,JUNIN  ,FEMENINO
FUERZA POPULAR,JAIME ALEJANDRO VERASTEGUI MALCA,LIMA  ,MASCULINO
FUERZA POPULAR,DANIEL ENRIQUE SALAVERRY VILLA ,LA LIBERTAD  ,MASCULINO
FUERZA POPULAR,MARIA CECILIA KOBASHIGAWA SILVA ,LA LIBERTAD  ,FEMENINO
FUERZA POPULAR,WALTER JUAN VASQUEZ CRUZ ,ANCASH  ,MASCULINO
FUERZA POPULAR,VERONICA REBECA ESCOBAL ORDOÑEZ ,LA LIBERTAD  ,FEMENINO
FUERZA POPULAR,ROSA MARIA BARTRA BARRIGA ,LA LIBERTAD  ,FEMENINO
FUERZA POPULAR,ESTELITA SONIA BUSTOS ESPINOZA ,CALLAO  ,FEMENINO
FUERZA POPULAR,MARIA ASUNCION TAVARA POLO DE NEYRA,PIURA  ,FEMENINO
FUERZA POPULAR,CECILIA ISABEL CHACON DE VETTORI,LIMA  ,FEMENINO
FUERZA POPULAR,MAGDALENA DEL ROSARIO QUEPUY IZARRA,LAMBAYEQUE  ,FEMENINO
FUERZA POPULAR,LILIANA MILAGROS TAKAYAMA JIMENEZ ,LAMBAYEQUE  ,FEMENINO
FUERZA POPULAR,JOSE MARVIN PALMA MENDOZA,LAMBAYEQUE  ,MASCULINO
FUERZA POPULAR,OCTAVIO EDILBERTO SALAZAR MIRANDA ,LA LIBERTAD  ,MASCULINO
FUERZA POPULAR,GUSTAVO ALBERTO LOPEZ CASTAÑEDA,ANCASH  ,MASCULINO
FUERZA POPULAR,ROBERTO CARLOS MARTIN ACRI SANCHEZ,LAMBAYEQUE  ,MASCULINO
FUERZA POPULAR,MARCOS SUZUKI RAMOS ,LIMA  ,MASCULINO
FUERZA POPULAR,MARTIRES LIZANA SANTOS ,PIURA  ,MASCULINO
FUERZA POPULAR,LUIS FERNANDO GALARRETA VELARDE,LIMA  ,MASCULINO
FUERZA POPULAR,ALEJANDRINA CARRANZA NORIEGA,LIMA  ,FEMENINO
FUERZA POPULAR,JOSE LUIS ESPICHAN PEREZ,LIMA  ,MASCULINO
FUERZA POPULAR,MARCO ENRIQUE MIYASHIRO ARASHIRO,LIMA  ,MASCULINO
FUERZA POPULAR,ALEX GONZALES CASTILLO,LIMA  ,MASCULINO
FUERZA POPULAR,JUAN CARLOS EUGENIO GONZALES ARDILES,LIMA  ,MASCULINO
FUERZA POPULAR,ANGEL NEYRA OLAYCHEA ,LIMA  ,MASCULINO
FUERZA POPULAR,LOURDES CAROLINA CARMELO ANCAYA ,LIMA  ,FEMENINO
FUERZA POPULAR,RENE GUILLERMO SIMON MANRIQUE CUSIRRAMOS ,AREQUIPA  ,MASCULINO
FUERZA POPULAR,JUVER NILSON FLORES SUAREZ,AREQUIPA  ,MASCULINO
FUERZA POPULAR,CAMILO JOSE CARCAMO MATTOS ,AREQUIPA  ,MASCULINO
FUERZA POPULAR,ELARD GALO MELGAR VALDEZ ,LIMA LIMA ,MASCULINO
FUERZA POPULAR,MANUEL MOISES SALCEDO FRANCO,TACNA  ,MASCULINO
FUERZA POPULAR,YENI VILCATOMA DE LA CRUZ,LIMA  ,FEMENINO
FUERZA POPULAR,RUTH ESTHER JAULIS QUICAÑA,AYACUCHO  ,FEMENINO
FUERZA POPULAR,MIKY JOAQUIN DIPAS HUAMAN ,AYACUCHO  ,MASCULINO
FUERZA POPULAR,NELLY LADY CUADROS CANDIA ,CUSCO  ,FEMENINO
FUERZA POPULAR,GABINO HUGO ROSAS LOPEZ ,AYACUCHO  ,MASCULINO
FUERZA POPULAR,DANIEL GUILLERMO URBINA HUERTAS,LIMA  ,MASCULINO
FUERZA POPULAR,WILMER AGUILAR MONTENEGRO,CAJAMARCA  ,MASCULINO
FUERZA POPULAR,CARLOS HUMBERTO TICLLA RAFAEL ,CAJAMARCA  ,MASCULINO
FUERZA POPULAR,SEGUNDO LEOCADIO TAPIA BERNAL ,CAJAMARCA  ,MASCULINO
FUERZA POPULAR,BERTHA LILI MEDINA GOICOCHEA ,CAJAMARCA  ,FEMENINO
FUERZA POPULAR,NATALIA GRETEL MERA PINZON ,CAJAMARCA  ,FEMENINO
FUERZA POPULAR,OSIAS RAMIREZ GAMARRA ,CAJAMARCA  ,MASCULINO
FUERZA POPULAR,OSWALDO LUIZAR OBREGON ,CUSCO  ,MASCULINO
FUERZA POPULAR,DARIO MOGROVEJO NINAN,CUSCO  ,MASCULINO
FUERZA POPULAR,AIDE CERVANTES LUCANA ,CUSCO  ,FEMENINO
FUERZA POPULAR,DANTE ABARCA AGUILAR ,LIMA  ,MASCULINO
FUERZA POPULAR,DARIBERTO PALMA BARREDA ,CUSCO  ,MASCULINO
FUERZA POPULAR,MODESTO FIGUEROA MINAYA ,MADRE DE DIOS  ,MASCULINO
FUERZA POPULAR,MARIA ELIZABETH VILLAVICENCIO VALLE,HUANCAVELICA  ,FEMENINO
FUERZA POPULAR,RAMIRO GUZMAN IBAÑEZ ,HUANCAVELICA  ,MASCULINO
FUERZA POPULAR,WUILIAN ALFONSO MONTEROLA ABREGU ,HUANCAVELICA  ,MASCULINO
FUERZA POPULAR,KARINA JULIZA BETETA RUBIN,HUANUCO  ,FEMENINO
FUERZA POPULAR,MARICELA MARCELINA NOLASCO VASQUEZ ,JUNIN  ,FEMENINO
FUERZA POPULAR,CESAR MILTON CAMPOS RAMIREZ,HUANUCO  ,MASCULINO
FUERZA POPULAR,MARJORIE LOVERA SALAS DE PERALTA ,MADRE DE DIOS  ,FEMENINO
FUERZA POPULAR,FRANCISCO AMADOR MERINO REYNA MENESES,LIMA  ,MASCULINO
FUERZA POPULAR,MIGUEL ANGEL ELIAS AVALOS ,ICA  ,MASCULINO
FUERZA POPULAR,PAUL RICARDO NEIRA DEL BEN,LIMA  ,MASCULINO
FUERZA POPULAR,GIOVANNA PILAR REBATTA LOZA ,ICA  ,FEMENINO
FUERZA POPULAR,LUIS ALBERTO YIKA GARCIA ,LA LIBERTAD  ,MASCULINO
FUERZA POPULAR,BETTY GLADYS ANANCULI GOMEZ ,ICA  ,FEMENINO
FUERZA POPULAR,MARIA ALEJANDRA ARAMAYO GAONA ,AREQUIPA  ,FEMENINO
FUERZA POPULAR,SOCRATES JUAN NEIRA CUTIPA,PUNO  ,MASCULINO
FUERZA POPULAR,LUCIO AVILA ROJAS ,PUNO  ,MASCULINO
FUERZA POPULAR,KESIA SOFIA SANCHEZ LARICO,PUNO  ,FEMENINO
FUERZA POPULAR,GLADYS CONDORI CHOQUEMAMANI,PUNO  ,FEMENINO
FUERZA POPULAR,MOISES MAMANI COLQUEHUANCA,PUNO  ,MASCULINO
FUERZA POPULAR,ESTHER SAAVEDRA VELA ,SAN MARTIN  ,FEMENINO
FUERZA POPULAR,MIGUEL ANTONIO CASTRO GRANDEZ ,AMAZONAS  ,MASCULINO
FUERZA POPULAR,HECTOR VIRGILIO BECERRIL RODRIGUEZ,LAMBAYEQUE  ,MASCULINO
FUERZA POPULAR,NELIDA CALVO NANTIP,AMAZONAS  ,FEMENINO
FUERZA POPULAR,MARITA HERRERA AREVALO ,AMAZONAS  ,FEMENINO
FUERZA POPULAR,ROLANDO REATEGUI FLORES ,SAN MARTIN  ,MASCULINO
FUERZA POPULAR,ERIKA TALITTA ROJAS CUEVA ,SAN MARTIN  ,FEMENINO
FUERZA POPULAR,DAYSI MARIA VALDEZ QUISPE ,TACNA  ,FEMENINO
FUERZA POPULAR,JUAN CARLO YUYES MEZA ,TUMBES  ,MASCULINO
FUERZA POPULAR,BIENVENIDO RAMIREZ TANDAZO,TUMBES  ,MASCULINO
FUERZA POPULAR,MARIA CRISTINA MELGAREJO PAUCAR ,ANCASH  ,FEMENINO
FUERZA POPULAR,FREDDY FERNANDO SARMIENTO BETANCOURT ,PIURA  ,MASCULINO
FUERZA POPULAR,CARLOS ALBERTO DOMINGUEZ HERRERA,ANCASH  ,MASCULINO
FUERZA POPULAR,MARIA CANDELARIA RAMOS ROSALES ,TUMBES  ,FEMENINO
FUERZA POPULAR,FRANCISCO ENRIQUE HUGO PETROZZI FRANCO ,LIMA  ,MASCULINO
FUERZA POPULAR,FRANCISCO JAVIER VILLAVICENCIO CARDENAS,CALLAO  ,MASCULINO
FUERZA POPULAR,GLIDER AGUSTIN USHÑAHUA HUASANGA ,UCAYALI  ,MASCULINO
FUERZA POPULAR,EDWIN VERGARA PINTO,LIMA  ,MASCULINO
FUERZA POPULAR,GLADYS TOMASA AMABLE CRUZ ,APURIMAC  ,FEMENINO
FUERZA POPULAR,DALMIRO FELICIANO PALOMINO ORTIZ,APURIMAC  ,MASCULINO
FUERZA POPULAR,ANTONIO MEDINA ORTIZ ,APURIMAC  ,MASCULINO
FUERZA POPULAR,FELIPE BENIGNO REINOSO CERVANTES,LIMA  ,MASCULINO
FUERZA POPULAR,GUILLERMO HERNAN MARTORELL SOBERO,TACNA  ,MASCULINO
FUERZA POPULAR,LUCIANO NELSON MARTINEZ TALAVERA ,AREQUIPA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,CARLOS SIPRIANO DE LA CRUZ HINOSTROZA,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,RICHARD GERMAN ORTEGA QUISPE,AYACUCHO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,RAUL ESPIRITU CAVERO,SAN MARTIN  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ROMY GISSELLY TELLO CHAVEZ DE LUGIGO,PIURA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,INGRID ELIZABETH MARCOS MARCOS,LIMA LIMA ,FEMENINO
PARTIDO HUMANISTA PERUANO,TONY FRANCO BALDEON GARCIA,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,WALTER ANTONIO ZAMORA CAPELLI,LAMBAYEQUE  ,MASCULINO
PARTIDO HUMANISTA PERUANO,FELIX ORLANDO GAMARRA REYES,LAMBAYEQUE  ,MASCULINO
PARTIDO HUMANISTA PERUANO,CECILIA TERESA DEL PILAR SOTO HERRERA DE SANCHEZ,LAMBAYEQUE  ,FEMENINO
PARTIDO HUMANISTA PERUANO,JORGE LUIS BARBOZA GAYOSO,CAJAMARCA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,MANUEL MEJIA ANTON,PIURA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,WILMER ANTON MAYANGA,LAMBAYEQUE  ,MASCULINO
PARTIDO HUMANISTA PERUANO,EDGAR ADAN SUPO PAZ,CUSCO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ZENON DELFIN ARANDA ROMERO,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,CARLOS MARTIN ROMANI SALAZAR,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,LAURA MICAELA RIVAS QUIROZ,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,DAVID CORDOVA ANTUNEZ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,EDWIN ALFONSO ESPINOZA CHAVEZ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,PAOLA SALOME SALAZAR PAREDES,LAMBAYEQUE  ,FEMENINO
PARTIDO HUMANISTA PERUANO,CESAR CAMPOS RODRIGUEZ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,VICTOR ROLANDO ESQUIVEL RODRIGUEZ,LA LIBERTAD  ,MASCULINO
PARTIDO HUMANISTA PERUANO,TERESA JESUS TORIBIO LEYVA,LA LIBERTAD  ,FEMENINO
PARTIDO HUMANISTA PERUANO,MANUEL JOSE ROLDAN REYES,LA LIBERTAD  ,MASCULINO
PARTIDO HUMANISTA PERUANO,YRMA ELSA HUERTAS RODRIGUEZ,LA LIBERTAD  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ORLANDO JAIR SALINAS GAMARRA,LA LIBERTAD  ,MASCULINO
PARTIDO HUMANISTA PERUANO,FERNANDO GOMEZ SAAVEDRA,LA LIBERTAD  ,MASCULINO
PARTIDO HUMANISTA PERUANO,RICARDO ALBERTO ALAYO MARIÑOS,CAJAMARCA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,VICTOR MARCIANO RODRIGUEZ CABEZA,LIMA LIMA ,MASCULINO
PARTIDO HUMANISTA PERUANO,FELIX ALBERTO COLICHON ORTIZ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,MILKA JACQUELINE SILVA MENDOZA,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,MERCEDES DURAN ARTETA,HUANUCO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,JYOMAR YUNIOR FAUSTINO TOLENTINO,HUANUCO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,WILLIAM LIBERATO LORENZO,HUANUCO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,BETTY LUZ GRADOS PAREDES,JUNIN  ,FEMENINO
PARTIDO HUMANISTA PERUANO,GUILLERMO CHAVEZ TIMOTEO,PIURA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,TERESA DEL PILAR LEON SANCHEZ,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,LUZ IRENE VASQUEZ RAMIREZ,PIURA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,JAIME FELIX ESCUDERO MENDOZA,PIURA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,HAYDEE CASTILLO VALIENTE DE SANCHEZ,PIURA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,MERCEDES GISELA CAMONES HINOSTROZA,LIMA LIMA ,FEMENINO
PARTIDO HUMANISTA PERUANO,HUMBERTO PINAZO BELLA,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JESSICA MANUELA ROSADIO NAUPARI,AREQUIPA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,CESAR CHIA DAVILA ,MADRE DE DIOS  ,MASCULINO
PARTIDO HUMANISTA PERUANO,CARLOS ALBERTO FLORES SEABRA ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JULIO ERNESTO CARDENAS ASPAJO,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ADERVALO VELASQUEZ TENAZOA,UCAYALI  ,MASCULINO
PARTIDO HUMANISTA PERUANO,YESENIA DEL AGUILA ROMERO ,MADRE DE DIOS  ,FEMENINO
PARTIDO HUMANISTA PERUANO,SUEN HERBERT WENSJOE MANTILLA,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,EDUARD JOHN NAVARRO CALDERON,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,RICARDO ALBERTO MANUEL GRADOS ESCALANTE ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JOSUE DANIEL CHAVEZ ARAUJO,JUNIN  ,MASCULINO
PARTIDO HUMANISTA PERUANO,LORENA YALU ELIAS AYAY,CALLAO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,CHRISTIAN ARMANDO P VALDIVIA STAVRIANOS,CALLAO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,WILFREDO BARRIONUEVO TACUNAN,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,MARIO HENRY GARCIA QUISPE,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,PAULA HONORIA O'HIGGINS LUYO,CALLAO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,DORI TUESTA TUESTA,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,DOMITILA GINA SILVA DE CASTILLO,ANCASH  ,FEMENINO
PARTIDO HUMANISTA PERUANO,NICANOR NINA CUYA ,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JOSE ANTONIO BAFFIGO TORRE,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ARMANDO FABIO ESPICHAN GUTIERREZ,CALLAO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,LILA YSABEL DEL AGUILA SORIA DE PRINCE,UCAYALI  ,FEMENINO
PARTIDO HUMANISTA PERUANO,HARLEY DIAZ GUERRA,UCAYALI  ,MASCULINO
PARTIDO HUMANISTA PERUANO,MARIA ELENA PONCE DE GARCIA,ANCASH  ,FEMENINO
PARTIDO HUMANISTA PERUANO,MARIA GUTIERREZ DELGADO,APURIMAC  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ALCIBIADES PINTO MELENDEZ,APURIMAC  ,MASCULINO
PARTIDO HUMANISTA PERUANO,YORKA MARINA GAMARRA BOLUARTE,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ALIPIO YANQUI ALEJO,APURIMAC  ,MASCULINO
PARTIDO HUMANISTA PERUANO,MAXIMILIANA LLOCLLA TORRES,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ANA MARIA ARENAS ANGULO DE ESPINOZA,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,FERNANDO ZEBALLOS PATRON,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JAVIER FERNANDO ARCE ALVARADO,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,VICTOR MANUEL GUTIERREZ JESUS,SAN MARTIN  ,MASCULINO
PARTIDO HUMANISTA PERUANO,BEDITH BARBARAN LINARES,SAN MARTIN  ,FEMENINO
PARTIDO HUMANISTA PERUANO,CAROLINA VALERA VALLES,SAN MARTIN  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ELENA FLORENTINA URBANO SANCHEZ DE RAMIREZ,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,LEANDRO AFRADE CERNA HERRERA,ANCASH  ,MASCULINO
PARTIDO HUMANISTA PERUANO,GERARDO BAYARDO BLAS MIRANDA,ANCASH  ,MASCULINO
PARTIDO HUMANISTA PERUANO,SERAFIN AUGUSTO DE PAZ HUERTA,LIMA LIMA ,MASCULINO
PARTIDO HUMANISTA PERUANO,ROSA AUREA ABURTO DE HINOSTROZA,LA LIBERTAD  ,FEMENINO
PARTIDO HUMANISTA PERUANO,SANTOS EDILBERTO AVALOS AURORA,ANCASH  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JULIO CESAR CAIRA MACEDO,CUSCO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,CARLOS ABAD VARGAS ORTEGA,PUNO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ADDY BENILDA MAMANI MAMANI,PUNO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,ROGER AUGUSTO FLOREZ QUISPE,PUNO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,HILDA MIRANDA CACHI,PUNO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,SILVIA KARINA TAYPE MIRANDA,AREQUIPA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,FAUSTO LEONIDAS SOBERON MUÑOZ,PIURA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ROSA OCHOA CARBAJAL,ICA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,LEONEL MILTON FALCON GUERRA,ICA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ROCIO MIRIAM ARCOS PONTE,ICA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,VICTOR LORENZO CAMASCA ZAPATA,ICA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,MARIA ESTHER PALOMINO AMARO,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,JORGE BALBIN CONDOR,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JANET LILIANA ROJAS CALDERON,JUNIN  ,FEMENINO
PARTIDO HUMANISTA PERUANO,JOSE ARISTIDES GUERRA URRUCHI,HUANCAVELICA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,RUBER QUISPE ROJAS,JUNIN  ,MASCULINO
PARTIDO HUMANISTA PERUANO,YOLANDA TORRE MONROY ,MADRE DE DIOS  ,FEMENINO
PARTIDO HUMANISTA PERUANO,NORMA URBINA HUAMAN,LIMA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,VICTOR RAUL GUTIERREZ CUENTAS,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,HECTOR GUILLEN VALENCIA,HUANCAVELICA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,EDDA IMELDA LOPEZ VERGARA,HUANCAVELICA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,KLEBERTH MARIO CAMPOS JURADO,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,JUAN COLOMBINO ROJAS FALCON,JUNIN  ,MASCULINO
PARTIDO HUMANISTA PERUANO,LEONARDO BASILIO VENTURA,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,LUIS BELTRAN ARONES HUALLANCA,LIMA  ,MASCULINO
PARTIDO HUMANISTA PERUANO,LINO HUAMANI AYALA,PUNO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,ANA MARIA BUENO ABANTO,CAJAMARCA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,FIDELIA JACQUELINE LEIVA ALCALDE,CAJAMARCA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,MARIA DE LA CRUZ ABANTO URBINA,CAJAMARCA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,JULIA MARIA RONDAN FARFAN,CUSCO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,LEONOR SAIRE MARCAVILLACA VDA DE ROJAS,CUSCO  ,FEMENINO
PARTIDO HUMANISTA PERUANO,RAUL DEL CASTILLO ALATRISTA,CUSCO  ,MASCULINO
PARTIDO HUMANISTA PERUANO,HORTENCIA QUINTINA CASTRO QUISPE DE VELASQUEZ,AREQUIPA  ,FEMENINO
PARTIDO HUMANISTA PERUANO,PEDRO LAJO ENCISO,AREQUIPA  ,MASCULINO
