ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,INSTITUCION,CARGO,ANIO_INICIO,ANIO_FINAL
PERU PATRIA SEGURA,CONGRESISTA,LUIS ALBERTO,AYAUJA MALLMA,COLEGIO DE LICENCIADO EN ADMINISTRACION,DIRECTOR REGIONAL IMAGEN INSTITUCIONAL,2013,2015
PERU PATRIA SEGURA,CONGRESISTA,TILER NIRO,MANRIQUE PRADO,MUNICIPALIDAD DISTRITAL DE SAMEGUA,REGIDOR MUNICIPAL,1998,2002
PERU POSIBLE,CONGRESISTA,ANA ROSARIO,QUIROZ CASTAÑEDA ,SINDICATO NACIONAL DE PSICOLOGOS DE ESSALUD,SECRETARIA DE DEFENSA,2013,2015
PERU POSIBLE,CONGRESISTA,ANA ROSARIO,QUIROZ CASTAÑEDA ,CONSEJO DIRECTIVO NACIONAL DEL COLEGIO DE PSICOLOS DEL PERU,TESORERA,2012,2014
PERU POSIBLE,CONGRESISTA,ANDRE XAVIER ANTONIO,ROMERO SANCHEZ,NDI-COLOMBIA,BECARIO PROG. LIDERAZGO,2011,2011
PERU POSIBLE,CONGRESISTA,ANDRE XAVIER ANTONIO,ROMERO SANCHEZ,FAES - ESPAÑA - BELGICA,BECARIO PROG. LIDERAZGO ,2007,2007
PERU POSIBLE,CONGRESISTA,ARNALDO MARQUEZ,MELGAREJO HERRERA,ASOCIACIÓN DE COMERCIANTES C. UNIVERSITARIAS,PRESIDENTE,2014,2016
PERU POSIBLE,CONGRESISTA,ARNALDO MARQUEZ,MELGAREJO HERRERA,ASOCIACIÓN BULEVAR LA ENCANTADA,PRESIDENTE,2015,2015
PERU POSIBLE,CONGRESISTA,CIRO JERSY,CANCHUMANI SALOME,RADIO EXITOSA,LOCUTOR RADIAL,2012,2015
PERU POSIBLE,CONGRESISTA,DIONICIO,VASQUEZ ESQUIVEL,ASOCIACIÓN DE MICRO Y PEQUEÑA EMPRESA,PRESIDENTE,2015,Actualidad
PERU POSIBLE,CONGRESISTA,DIONICIO,VASQUEZ ESQUIVEL, ADEX GAMARRA,PRESIDENTE,2014,Actualidad
PERU POSIBLE,CONGRESISTA,EDUARDO,SALHUANA CAVIDES,MINISTERIO DE JUSTICIA,MINISTRO DE ESTADO,2005,2005
PERU POSIBLE,CONGRESISTA,FELIX GERMAN,POMAJUICA ESTRADA,INSTITUCION SOCIAL 28 DE NOVIEMBRE DE TARMA,PRESIDENTE,1999,2000
PERU POSIBLE,CONGRESISTA,FELIX GERMAN,POMAJUICA ESTRADA,INSTITUCION SOCIAL CENTRO SOCIAL DE JAUJA RESIDENTES EN TARMA,PRESIDENTE,2002,2003
PERU POSIBLE,CONGRESISTA,FREDY ERNAN,QUISPE YDME ,FRALPACA-AQP,PRESIDENTE,2013,Actualidad
PERU POSIBLE,CONGRESISTA,FREDY ERNAN,QUISPE YDME ,SPAR-PERU,SECRETARIO,2015,Actualidad
PERU POSIBLE,CONGRESISTA,ISAAC RAUL,HUAMALI SANCHEZ,COLEGIO DE ABOGADOS PASCO,DECANO,2006,2007
PERU POSIBLE,CONGRESISTA,ISAAC RAUL,HUAMALI SANCHEZ,COLEGIO DE ABOGADOS PASCO,DECANO,2015,2016
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,Transportistas,Dirigencia,2002,2015
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,Instituto Peruano de Seguridad Social,Administrador Publico,1990,Actualidad
PERU POSIBLE,CONGRESISTA,JESUS ELIZABETH,TASAYCO TERCERO DE GOMEZ,COLEGIO DE ENFERMEROS DEL PERU,MIEMBRO INTEGRANTE DE LA C. CIENTIFICA,2014,2015
PERU POSIBLE,CONGRESISTA,JORGE EDUARDO,LOPEZ VALLES,COLEGIO DE ECONOMISTAS,DECANO,2013,2014
PERU POSIBLE,CONGRESISTA,JOSE MARIA,NAMOC MEDINA,SIDESP,SUBSECRETARIO NACIONAL,2014,2016
PERU POSIBLE,CONGRESISTA,JUAN CARLOS,PALMA RAMIREZ,COLEGIO DE INGENIEROS DEL PERÚ,DIRECTOR DEL CENTRO PERITAJE,2010,2012
PERU POSIBLE,CONGRESISTA,JUAN CARLOS,PALMA RAMIREZ,COLEGIO DE INGENIEROS DEL PERÚ,PRESIDENTE DEL CAPITULO DE INGENIERIA ELECTRONICA DE LIMA,2013,2015
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS,RAMIREZ CANCHARI,FEDERACIÓN MINERA DEL PERÚ,SECRETARIO GENERAL ,1966,2000
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS,RAMIREZ CANCHARI,SINDICATO DE OBREROS MINEROS SHOUGANG HIERROS PERÚ,SECRETARIO GENERAL ,1992,1996
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Comunidad Campesina Miraflores - Yapura,Presidenta de Comunidad,2012,2015
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Comité de Reserva Nacional de Titicaca - Yapura,Presidenta de Comite,2015,Actualidad
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,CLAUDIO ORELLANA,JUNTA USUARIOS DE PISCO,DELEGADO NACIONAL ,2007,2010
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,CLAUDIO ORELLANA,COOP. FIBRAS PERUANAS,PRESIDENTE ,2012,2015
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,ARAUJO SALINAS,club grau piura,delegado de badminton,2011,2016
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,ARAUJO SALINAS,grupo scout #129- colegio san ignacio,dirigente scout,2009,2016
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,CLAUDIO ORELLANA,COMISION REGANTES CABEZA DE TORO ,PRESIDENTE COMISION DE REGANTES,2002,2010
PERU POSIBLE,CONGRESISTA,MARIELA,MOYA SOTO ,ASOCIACIÓN DE LA PEQUEÑA EMPRESA DE FABRICANTES DE CALZADOS AFINES Y COMPLEMENTA,PRESIDENTA,2004,2007
PERU POSIBLE,CONGRESISTA,MARIELA,MOYA SOTO ,ASOCIACIÓN DE LA PEQUEÑA EMPRESA DE FABRICANTES DE CALZADOS AFINES Y COMPLEMENTA,DIRECTORA,2002,2004
PERU POSIBLE,CONGRESISTA,MELQUIADES EULALIO,BALDEON PARDO ,FEDERACIÓN DE INSTITUCIONES HUARALINAS,PRESIDENTE,2004,2006
PERU POSIBLE,CONGRESISTA,NANCY IDALIA,GIL VILLANUEVA ,PUEBLO JOVEN LAS BRISAS DE NUEVO CHIMBOTE,SECRETARIA DE ECONOMIA,2013,2015
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,HOSPITAL DE EMERGENCIA GRAU,DIRECTOR,2012,2013
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,CUERPO MEDICO GRAU,PRESIDENTE,2003,2005
PERU POSIBLE,CONGRESISTA,PATRICIA ISABEL,DEL AGUILA GERBI,UNIVERSIDAD PERUANA LOS ANDES,PRESIDENTA DE DELEGADOS ,2009,2014
PERU POSIBLE,CONGRESISTA,PATRICIA ISABEL,DEL AGUILA GERBI,SINDICATO REGIONAL LUZ Y FUERZA,SECRETARIA,1992,1995
PERU POSIBLE,CONGRESISTA,PATRICIA ISABEL,DEL AGUILA GERBI,CAMARA DE COMERCIO ,DIRECTORA ,2000,2002
PERU POSIBLE,CONGRESISTA,PEDRO HECTOR,PARCO ESPINOZA,GOBIERNO REGIONAL DE JUNIN,PRESIDENTE DE CONCOREJ,2005,2007
PERU POSIBLE,CONGRESISTA,ROBERTO ANTONIO,CASTRO MEZONES,AAHH pachitea,secretario general del AAHH pachitea,2010,2012
PERU POSIBLE,CONGRESISTA,ROBERTO ANTONIO,CASTRO MEZONES,AAHH pachitea,secretario general ,2013,2015
PERU POSIBLE,CONGRESISTA,TERESA ETELBINA,ALAGON JAUREGUI,COMITÉ DE ELECTRIFICACIÓN URB. JESÙS DE NAZARENO SANTA MARÍA DE AYABACAS,TESORERA ,2015,Actualidad
PERU POSIBLE,CONGRESISTA,VICTORIA,VILLANUEVA QUIÑONES ,JUNTAS VECINALES ZONAL - 8,DELEGADA,2013,2015
PERU POSIBLE,CONGRESISTA,WILFREDO AUGUSTO,IDME RAMOS,SUTE URUBAMBA,SECRETARIO GENERAL PROVINCIAL,2009,2011
PERU POSIBLE,CONGRESISTA,WILFREDO AUGUSTO,IDME RAMOS,SUTE CUSCO,SECRETARIO GENERAL REGIONAL,2012,2014
PERU POSIBLE,CONGRESISTA,YENY ALICIA,VILLA ROJAS,HERMANDAD DEL SEÑOR DE LOS MILAGROS - SUNAMPE,SUB - COORDINADORA,2015,Actualidad
PERU POSIBLE,CONGRESISTA,YENY ALICIA,VILLA ROJAS,COMITE DE MUJERES UNIDAS POR EL DESARROLLO DE CHINCHA,PRESIDENTA,2015,Actualidad
PERU POSIBLE,CONGRESISTA,ZOILA BERNARDITA,COTRINA DIAZ ,FEDEMINSAP,PRESIDENTA,2013,2016
PERU POSIBLE,CONGRESISTA,ZOILA BERNARDITA,COTRINA DIAZ ,FEDEMINSAP,PRESIDENTA,2011,2013
PERU POSIBLE,PRESIDENTE DE LA REPUBLICA,ALEJANDRO,TOLEDO MANRIQUE,Ministerio de Trabajo y Promocion Social,Jefe de Gabinete de Asesores,1981,1983
PERUANOS POR EL KAMBIO,CONGRESISTA,ABEL GRIMER,BULNES ROJAS,COMITE DE GESTION,PRESIDENTE,2005,2007
PERUANOS POR EL KAMBIO,CONGRESISTA,ALBERTO,DE BELAUNDE DE CARDENAS,SEMANA ECONOMICA,BLOGUERO,2013,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,ALBERTO,DE BELAUNDE DE CARDENAS,DIARIO ALTAVOZ,COLUMNISTA,2016,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,ALBERTO,DE BELAUNDE DE CARDENAS,DIARIO EXITOSA,COLUMNISTA,2016,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,ALBERTO,DE BELAUNDE DE CARDENAS,GLOBAL SHAPERS,INTEGRANTE,2014,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,ANA MARIA,CHOQUEHUANCA DE VILLANUEVA,ASOC. NACIONAL DE GREMIOS DE PEQUEÑA EMPRESA-PYME PERU,PRESIDENTA,2014,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,ANA MARIA,CHOQUEHUANCA DE VILLANUEVA,CAMARA PYME DE AREQUIPA Y REGION SUR,PRESIDENTA,2014,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,ANYELA MACARENA,CUETO MAMANI,CRUZ ROJA ,MIEMBRO,2002,2008
PERUANOS POR EL KAMBIO,CONGRESISTA,AUGUSTO,SIPION BARRIOS,ASOC. ARMADORES PESQUEROS LEY 26920,PRESIDENTE,2008,2010
PERUANOS POR EL KAMBIO,CONGRESISTA,AUGUSTO,SIPION BARRIOS,JOSE GALVEZ FUTBOL CLUB,PRESIDENTE,2013,2014
PERUANOS POR EL KAMBIO,CONGRESISTA,CARMEN GEORGINA,DUARTE PATIÑO DE PEZET,"SANTIAGO DE SURCO , LIMA",PRESIDENTA JUNTA VECINAL,2012,2013
PERUANOS POR EL KAMBIO,CONGRESISTA,CARMEN GEORGINA,DUARTE PATIÑO DE PEZET,DIVISION AEROTRANSPORTADA DEL EJERCITO,PARACAIDISTA,1976,1976
PERUANOS POR EL KAMBIO,CONGRESISTA,CELINA,PALOMINO SULCA,CONGRESO,PARLAMENTO ANDINO,2001,2006
PERUANOS POR EL KAMBIO,CONGRESISTA,CIRO RONALD,CASTILLO ROJO SALAS,LIONS INTERNATIONAL,JEFE DE ZONA DISTRITO H-2,1998,2000
PERUANOS POR EL KAMBIO,CONGRESISTA,CLORIS,VELA ANGULO,COLEGIO DE TRABAJADORES SOCIALES DEL PERU REGION LORETO,DECANA REGIONAL,2012,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,CLORIS,VELA ANGULO,FEDERACION REGIONAL DE TRABAJADORES DEL SECTOR SALUD,SECRETARIA GENERAL REGIONAL,2013,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,DAMIAN,DE LA CRUZ CCANTO,ASOCIACION DE TRADICION ANDINA,PRESIDENTE ,2007,2016
PERUANOS POR EL KAMBIO,CONGRESISTA,DONATO,DIAZ AYALA,ACAIN (ASOCIACION DE COMERCIANTES AGROPECUARIOS E INDUSTRIALES DEL NORTE),PRESIDENTE ,2015,2016
PERUANOS POR EL KAMBIO,CONGRESISTA,EDGAR DAVID,VILLANUEVA NUÑEZ,CENADO DE LA REPÚBLICA,ASESOR EN LA CÁMARA DE CENADORES,1986,1990
PERUANOS POR EL KAMBIO,CONGRESISTA,EDGAR DAVID,VILLANUEVA NUÑEZ,CÁMARA DE DIPUTADOS,ASESOR DE CÁMARA DE DIPUTADOS,1991,1992
PERUANOS POR EL KAMBIO,CONGRESISTA,ERIBERTO,VILLANUEVA CASTREJON,COREJU,Presidente adjunto,2010,2012
PERUANOS POR EL KAMBIO,CONGRESISTA,ERIBERTO,VILLANUEVA CASTREJON,CONACIP,Coordinador Nacional,2015,2016
PERUANOS POR EL KAMBIO,CONGRESISTA,FERNANDO,SILVA MARTOS,CLUB LOS INCAS,PRESIDENTE,2008,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,FLOR MARISOL,BOCANEGRA URTECHO,ALIANZA POR EL FUTURO,CANDIDATO CONGRESAL,2006,2006
PERUANOS POR EL KAMBIO,CONGRESISTA,FLOR MARISOL,BOCANEGRA URTECHO,RADIO DIPLOMATICA 92.1,COMENTARISTA POLITICA,2014,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,FREDDY ANGELLO,SIFUENTES OCAÑA,ALIANZA POR EL GRAN CAMBIO,CANDIDATO AL CONGRESO,2010,2011
PERUANOS POR EL KAMBIO,CONGRESISTA,GINO FRANCISCO,COSTA SANTOLALLA,MINISTERIO DEL INTERIOR,MINISTRO,2002,2003
PERUANOS POR EL KAMBIO,CONGRESISTA,GINO FRANCISCO,COSTA SANTOLALLA,MINISTERIO DEL INTERIOR,VICEMINISTRO,2001,2002
PERUANOS POR EL KAMBIO,CONGRESISTA,GINO FRANCISCO,COSTA SANTOLALLA,DEFENSORIA DEL PUEBLO,DEFENSOR ADJUNTO PARA LOS DERECHOS HUMANOS Y LAS PERSONAS CON DISCAPACIDAD,1996,2000
PERUANOS POR EL KAMBIO,CONGRESISTA,GINO FRANCISCO,COSTA SANTOLALLA,INSTITUTO NACIONAL PENITENCIARIO,PRESIDENTE,2001,2001
PERUANOS POR EL KAMBIO,CONGRESISTA,GLADYS SOFIA,RODRIGUEZ ASPAJO,COLEGIO REGIONAL DE OBSTETRAS-CRO XIII SAN MARTIN,DECANA,2010,2012
PERUANOS POR EL KAMBIO,CONGRESISTA,GLORIA,CASTILLO VALVERDE,Instituto de Derecho y Democracia,Presidenta,2001,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,GLORIA,CASTILLO VALVERDE,RUBEN CLORK-LOW SOCIETY,PRESIDENTA,2012,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,GONZALO EDUARDO,SANCHEZ BOCANEGRA,PARTIDO PERU POSIBLE,"VEEDOR- ELECCIONES- PROVINCIA DE SANTA, ENVIADO ESPECIAL TRUJIILO",1999,2012
PERUANOS POR EL KAMBIO,CONGRESISTA,GONZALO EDUARDO,SANCHEZ BOCANEGRA,CLUB PROV. SANTIAGO DE CHUCO,PRESIDENTE ,2015,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,GRACIELA RENEE,SOUSA LOSSIO DE FERNANDEZ MALDONADO,CCAPAC,COORDINADORA,2013,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,HAROLD LEONCIO,BURGOS HERRERA,CR XIII- CMP,DECANO REGIONAL,2012,2014
PERUANOS POR EL KAMBIO,CONGRESISTA,HAROLD LEONCIO,BURGOS HERRERA,HOSPITAL REGIONAL II-2,PRESIDENTE CUERPO MEDICO,2012,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,HECTOR HUGO,CHAVEZ CHUCHON,FEDERACION MEDICA REGIONAL DE AYACUCHO,PRESIDENTE,1996,2001
PERUANOS POR EL KAMBIO,CONGRESISTA,HECTOR HUGO,CHAVEZ CHUCHON,COLEGIO MEDICO XVI,COORDINADOR,1995,1996
PERUANOS POR EL KAMBIO,CONGRESISTA,HECTOR HUGO,CHAVEZ CHUCHON,UNSCH,PRESIDENTE DE CUERPO MEDICO HRA,2010,2011
PERUANOS POR EL KAMBIO,CONGRESISTA,HERLESS,LAUREANO MAURICIO,CAMARA DE COMERCIO PASCO,VICEPRESIDENTE,2012,2013
PERUANOS POR EL KAMBIO,CONGRESISTA,JHACSON HOWARD,FLORES REYNAGA,ASOCIACIÓN MÚSICOS,RELACIONES PUBLICAS,2014,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,JHACSON HOWARD,FLORES REYNAGA,MERCADO MODELO DE ANDAHUAYLAS,SECRETARIO DE ORGANIZACION,2015,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,JIMMY RENZO,OJEDA ARNICA,COMITE DE SEGURIDAD CIUDADANA,PRESIDENTE,2013,2014
PERUANOS POR EL KAMBIO,CONGRESISTA,JIMMY RENZO,OJEDA ARNICA,COMISION AMBIENTAL MUNICIPAL,PRESIDENTE,2011,2014
PERUANOS POR EL KAMBIO,CONGRESISTA,JORGE LUIS,VILLACORTA CARRANZA,"MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",VICEMINISTRO DE CONSTRUCCION Y SANEAMIENTO,2002,2006
PERUANOS POR EL KAMBIO,CONGRESISTA,JORGE LUIS,VILLACORTA CARRANZA,COMPAÑIA PERUANA DE VAPORES CPV,PRESIDENTE EJECUTIVO,1989,1989
PERUANOS POR EL KAMBIO,CONGRESISTA,JORGE LUIS,VILLACORTA CARRANZA,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA,PRESIDENTE DEL DIRECTORIO (SEGUNDO PERIODO),2003,2005
PERUANOS POR EL KAMBIO,CONGRESISTA,JORGE LUIS,VILLACORTA CARRANZA,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA,PRESIDENTE DEL DIRECTORIO (PRIMER PERIODO),2002,2003
PERUANOS POR EL KAMBIO,CONGRESISTA,JORGE LUIS,VILLACORTA CARRANZA,MINISTERIO DE LA PRESIDENCIA,VICEMINISTRO DE INFRAESTRUCTURA,2001,2002
PERUANOS POR EL KAMBIO,CONGRESISTA,JORGE LUIS,VILLACORTA CARRANZA,SERVICIO DE AGUA POTABLE ALCANTARILLADO DE LIMA,DIRECTOR,2001,2002
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS,HANCCO MAMANI,AUPA,VICEPRESIDENTE,1991,1993
PERUANOS POR EL KAMBIO,CONGRESISTA,JOSE LUIS,HANCCO MAMANI,CLUB DEPARTAMENTAL PUNO,VICEPRESIDENTE,2014,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,JUAN MANUEL KOSME,SHEPUT MOORE,ASOC. CIVIL FORO DEMOCRATICO,DIRECTIVO,1995,2000
PERUANOS POR EL KAMBIO,CONGRESISTA,LUIS ALFONSO,MONCADA VIGO,COLECTIVO NACIONAL JOVENES POR EL CAMBIO,PRESIDENTE,2015,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,MARCIAL GIANCARLO JESUS,CONTRERAS SALAZAR,ONG PERUANA CAMINEMOS JUNTOS,PRESIDENTE,2015,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,MARCIAL GIANCARLO JESUS,CONTRERAS SALAZAR,APERHAC- ASOCIACION PERUANA DE ENFERMEDADES RARAS HUERFANAS Y DE ALTO COSTO,PRESIDENTE,2015,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,MAURO MAURICIO,VILA BEJARANO,III PROMOCION DE GP-UC,PRESIDENTE,2012,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,MERCEDES ROSALBA,ARAOZ FERNANDEZ,APRA,Candidata a la Presidencia,2010,2011
PERUANOS POR EL KAMBIO,CONGRESISTA,NOE,HERNANDEZ IZQUIERDO,TITANES SAC,GERENTE GENERAL,2015,2016
PERUANOS POR EL KAMBIO,CONGRESISTA,NOE,HERNANDEZ IZQUIERDO,EXPO IMSE EIRL,GERENTE GENERAL ,2007,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,RAFAEL,VARGAS MALAGA,ZOFRATACNA,DIRECTOR,2009,2010
PERUANOS POR EL KAMBIO,CONGRESISTA,RAFAEL,VARGAS MALAGA,FEDERACION BANCARIA,SECRETARIO GENERAL,1988,1990
PERUANOS POR EL KAMBIO,CONGRESISTA,RAUL MARIO,ORTIZ RODRIGUEZ,FEDECAM,PRESIDENTE,2013,2014
PERUANOS POR EL KAMBIO,CONGRESISTA,RAUL MARIO,ORTIZ RODRIGUEZ,CAMARA DE COMERCIO INDUSTRIA Y TURISMO DE HUARAZ,PRESIDENTE,2012,2013
PERUANOS POR EL KAMBIO,CONGRESISTA,RICHARD HERCELLES,NEIRA COLMENARES,ORGANIZACION DE MUNICIPALIDADES DE CENTROS POBLADOS- HUANCABAMBA,SECRETARIO DE CAPACITACION,2015,2016
PERUANOS POR EL KAMBIO,CONGRESISTA,ROBERTO GAMANIEL,VIEIRA PORTUGAL ,FRENTE NACIONAL DE LA PESCA,PRESIDENTE,2015,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO GERMAN,JIMENEZ DIAZ,ASOC. VIV. SNTA ROSA DE VALLE GRANDE,PRESIDENTE,2007,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO GERMAN,JIMENEZ DIAZ,ASOC. CHAVIÑA,PRESIDENTE,2012,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO JOSE,ESPINOZA ZEVALLOS,COLDEGIO DE NOTARIOS DE HUANUCO Y PASCO,DECANO,2007,2008
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO JOSE,ESPINOZA ZEVALLOS,COLEGIO DE ABOGADOS DE HUANUCO Y PASCO,DECANO,2005,2005
PERUANOS POR EL KAMBIO,CONGRESISTA,RODOLFO JOSE,ESPINOZA ZEVALLOS,COLEGIO DE ABOGADOS DE HUANUCO,DECANO,2006,2006
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,CENTRO FEDERADO DERECHO U.S.M.P,SECRETARIO GENERAL,1988,1989
PERUANOS POR EL KAMBIO,CONGRESISTA,SALEH CARLOS SALVADOR,HERESI CHICOMA,FACULTAD DE DERECHO U.S.M.P,CONSEJERO,1995,1997
PERUANOS POR EL KAMBIO,CONGRESISTA,SERGIO FRANCISCO FELIX,DAVILA VIZCARRA,COMITE DE TURISMO CAMANA,PRESIDENTE,2000,2006
PERUANOS POR EL KAMBIO,CONGRESISTA,SERGIO FRANCISCO FELIX,DAVILA VIZCARRA,MESA DE CONCERTACION CAMANA,MIEMBRO DE DIRECTORIO,1998,2001
PERUANOS POR EL KAMBIO,CONGRESISTA,SHIRLEY MARGOT,REVOLLAR CACERES,"ASOCIACION PRO VIVIENDA ""PIAMONTE""",PRESIDENTA,2015,Actualidad
PERUANOS POR EL KAMBIO,CONGRESISTA,SORAYA HORTENSIA LUISA,AZA DEL ALCAZAR,JNE,PRESIDENTA JEE-PASCO,2002,2003
PERUANOS POR EL KAMBIO,CONGRESISTA,TERESA,HUARCA LOPEZ,ILUSTRE COLEGIO DE ABOGADOS DE LIMA,SEC. ACTAS,2010,2012
PERUANOS POR EL KAMBIO,CONGRESISTA,TERESA,HUARCA LOPEZ,ASOC. ABOGADOS ANCASHINOS RESIDENTES EN LIMA Y CALLAO.,SEC. ORGANIZACIÓN,2014,2016
PERUANOS POR EL KAMBIO,CONGRESISTA,TERESA,HUARCA LOPEZ,ILUSTRE COLEGIO DE ABOGADOS DE LIMA,PRESIDENTA,2013,2015
PERUANOS POR EL KAMBIO,CONGRESISTA,THANUD,FEBRES HERRERA,INSTITUTO PAIS,CORDINADORA REGIONAL ,2013,2015
PERUANOS POR EL KAMBIO,PRESIDENTE DE LA REPUBLICA,PEDRO PABLO,KUCZYNSKI GODARD,Organización Política Alianza por el Gran Cambio,Candidato presidencial,2011,2011
PERUANOS POR EL KAMBIO,PRIMER VICEPRESIDENTE DE LA REPUBLICA,MARTIN ALBERTO,VIZCARRA CORNEJO,Colegio de Ingenieros de Moquegua,Decano,2008,2009
PERUANOS POR EL KAMBIO,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,MERCEDES ROSALBA,ARAOZ FERNANDEZ,APRA,Candidata a la Presidencia,2010,2011
PROGRESANDO PERU,CONGRESISTA,EDIHT FRANCISCA,ALZAMORA AÑASCO,Asociación Civil Horacio Zevallos Games Uvima 1,Presidenta,2015,Actualidad
PROGRESANDO PERU,CONGRESISTA,HEBERT JORDAN,CASAVERDE CCOICCA,COMITE DE AUTODEFENSA,PRESIDENTE,2013,2015
PROGRESANDO PERU,CONGRESISTA,HEBERT JORDAN,CASAVERDE CCOICCA,COMITE DE AUTODEFENSA,SECRETARIO DE DESARROLLO,2016,Actualidad
PROGRESANDO PERU,CONGRESISTA,JESUS RICARDO,VILLASANTE FLORES,Union Nacional de Estudiantes Catolicos ,Dirigente,2011,2012
PROGRESANDO PERU,CONGRESISTA,JESUS RICARDO,VILLASANTE FLORES,Comunidad Saber y Servir,Vice-presidente,2014,Actualidad
PROGRESANDO PERU,PRESIDENTE DE LA REPUBLICA,MIGUEL WALTER,HILARIO ESCOBAR,INSTITUTO INDIGENA AMAZONICO,FUNDADOR / PRESIDENTE,1997,2003
PROGRESANDO PERU,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,SILVIA LUZ,PAREJA GARCIA,ORGANIZACION DISTRITAL DE LOS COMITES DEL VASO DE LECHE DE VILLA EL SALVADOR,PRESIDENTA,2004,2013
PROGRESANDO PERU,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,SILVIA LUZ,PAREJA GARCIA,COMUNIDAD URBANA AUTOGESTIONARIA DE VILLA EL SALVADOR,PRESIDENTA,2007,Actualidad
SIEMPRE UNIDOS,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,ISAAC,HUMALA NUÑEZ,Instituto de Estudios Etnogeopolíticos,Director,1980,2016
TODOS POR EL PERU,CONGRESISTA,ALFREDO ERNESTO,SANCHEZ CAHUANA,ASOCIACION AGROPECUARIA CANAAN,PRESIDENTE,2003,2006
TODOS POR EL PERU,CONGRESISTA,ALFREDO ERNESTO,SANCHEZ CAHUANA,ASOCIACIO DE GANADEROS LECHEROS DE PISCO,PRESIDENTE,2003,2007
TODOS POR EL PERU,CONGRESISTA,ANGELICA,MUSAYON CHIRA,COORDINADORA  REGIONAL POR LA DEFENSA DE LOS DERECHOS DE LA MUJER ,COORDINADORA ,2015,2015
TODOS POR EL PERU,CONGRESISTA,ANGELICA,MUSAYON CHIRA,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,MIEMBRO DE LA ASAMBLEA UNIVERSITARIA ,1990,1992
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,Asociación de Municipalidades del Perú,Presidente,1993,1995
TODOS POR EL PERU,CONGRESISTA,ARTURO,CASTILLO CHIRINOS,Red Latinoamericana de Gobiernos Locales,Vicepresidente,1995,1995
TODOS POR EL PERU,CONGRESISTA,CARLOS LENNIN JESUS,SANCHEZ LOPEZ,Asociación Pro-bienestar de las comunidades ''Proyecto Perú'',Presidente-Director,2003,Actualidad
