ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,EMPLEADOR,CARGO,ANIO_INICIO,ANIO_FIN
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JYOMAR YUNIOR,FAUSTINO TOLENTINO,MUNICIPALIDAD DISTRITAL DE CHINCHAO,ASISTENTE DE SEGURIDAD,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILLIAM,LIBERATO LORENZO,VETERINARIA LIBERATO,DIRECTOR GERENTE,1998,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONEL MILTON,FALCON GUERRA,SHIRLEY & MUKIS CONSTRUCTORES S.A.C,ASESOR LEGAL,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONEL MILTON,FALCON GUERRA,G & C GENERAL SERVICES,ASESOR LEGAL,2015,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LEONEL MILTON,FALCON GUERRA,FALCON CONSTRUCCIONES Y CONSULTORES SRL,ASESOR LEGAL,2013,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA,OCHOA CARBAJAL,FUNDACIÓN CENTROS DE ESTUDIOS URBANOS SOCIALES,COORDINADORA DE DISTRITO DE SUNAMPE,2013,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA,OCHOA CARBAJAL,FABRICA LAIVE S.A.,CAMPO DE REFRIGERACION,1995,2009
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO MIRIAM,ARCOS PONTE,MUNICIPALIDAD PROVINCIAL DE NASCA,JEFATURA LIMPIEZA PUBLICA,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO MIRIAM,ARCOS PONTE,COMPAÑIA MINERA ANTACOLQUI SAC,ADMINISTRADORA,2008,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROCIO MIRIAM,ARCOS PONTE,CAJA MUNICIPAL  DE AREQUIPA,PROMOTORA DE AHORROS,2006,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR LORENZO,CAMASCA ZAPATA,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PUBLICO PISCO,DOCENTE,1985,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR LORENZO,CAMASCA ZAPATA,EMAPISCO SA,GERENTE GENERAL,2005,2007
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR LORENZO,CAMASCA ZAPATA,EMAPISCO SA,CONTADOR GENERAL,2001,2004
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR LORENZO,CAMASCA ZAPATA,ESTUDIO CONTABLE,TITULAR,1983,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSUE DANIEL,CHAVEZ ARAUJO,Plaza Vea,Cajero,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSUE DANIEL,CHAVEZ ARAUJO,Empresa SONONG,Vendedor,2013,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JANET LILIANA,ROJAS CALDERON,Corte Superior de Junin,Juez Supernumeraria del segundo Juzgado Transitorio Laboral,2010,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,BETTY LUZ,GRADOS PAREDES,Terminal Terrestre Huancayo,Empleada,2010,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RUBER,QUISPE ROJAS,Clinica Cayetano Heredia,Jefe de Sistemas y Comunicaciones,2015,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RUBER,QUISPE ROJAS,Consultoria y Constructora CREAPERU,Gerente General,2012,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JANET LILIANA,ROJAS CALDERON,Buffet Estudio Juridico Rojas,Asesora,1989,1996
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JANET LILIANA,ROJAS CALDERON,Univ. Peruana Los Andes,Catedratica,1994,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JUAN COLOMBINO,ROJAS FALCON,Univ. Peruana Los Andes s/n,Decano de la Facultad de Derecho,1997,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RUBER,QUISPE ROJAS,Univ. Peruana Los Andes,Docente,2010,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA JESUS,TORIBIO LEYVA,COMERCIANTE,TRABAJADORA,2000,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR ROLANDO,ESQUIVEL RODRIGUEZ,SERVICIO DE TRANSPORTE PUBLICO METROPOLITANO,CONDUCTOR,2005,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MANUEL JOSE,ROLDAN REYES,CORTE SUPERIOR DE JUSTICIA - LA LIBERTAD,ASISTENTE ADMINISTRATIVO I ,1988,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YRMA ELSA,HUERTAS RODRIGUEZ,I.E.P.C.B GENERATION OF LEADERS,DOCENTE,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA AUREA,ABURTO DE HINOSTROZA,NEGOCIO,COMERCIANTE,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ORLANDO JAIR,SALINAS GAMARRA,NEGOCIO INDEPENDIENTE,CONFECCIONISTA,1985,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,GOMEZ SAAVEDRA,HOSPITAL CESAR VALLEJO MENDOZA,MEDICO,2004,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CECILIA TERESA DEL PILAR,SOTO HERRERA DE SANCHEZ,S&M Consultores Corporativos y Gubernamentales SAC,Gerente Finaciero,2012,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WALTER ANTONIO,ZAMORA CAPELLI,Universidad César Vallejo SAC,Docente universitario,2013,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WALTER ANTONIO,ZAMORA CAPELLI,Congreso de la República,Asesor de Congresista Virgilio Acuña,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WALTER ANTONIO,ZAMORA CAPELLI,Inmobiliaria Capelli SAC,Gerente de Proyectos,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WALTER ANTONIO,ZAMORA CAPELLI,Restaurante Peña Los Años Locos EIRL,Propietario,2005,2009
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,IEP FEDERICO CASTRO,DOCENTE,2002,2003
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,PROYECTO ESPECIAL OLMOS - TINAJONES,SECRETARIA,2004,2005
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,ASOCIACIÓN CIVIL CESCAD,DOCENTE,2012,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,IEP ALAS PERUANAS,DOCENTE,2006,2007
PARTIDO HUMANISTA PERUANO,CONGRESISTA,PAOLA SALOME,SALAZAR PAREDES,COLEGIO PRIVADO PRISMA,DOCENTE,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,UNIDAD EJECUTORA 005 NAYLAMP LAMBAYEQUE,ARQUITECTO,2014,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,CONSORCIO K´ATA,ARQUITECTO DE OBRA,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,CONSORCIO GAMMA NORTE,ASISTENTE DE OBRA,2011,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,GOBIERNO REGIONAL DE LAMBAYEQUE,ASISTENTE DE OBRA,2007,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,GOBIERNO REGIONAL DE LAMBAYEQUE,ASISTENTE DE OBRA,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,INVERSIONES DEYVI EIRL,ARQUITECTO,2011,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FELIX ORLANDO,GAMARRA REYES,CONSORCIO OMEGA NORTE ,ASISTENTE ARQUITECTO,2009,2009
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILMER,ANTON MAYANGA,HOSPITAL BELEN LAMBAYEQUE - MINISTERIO DE SALUD,TECNICO ADMINISTRATIVO,1985,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LAURA MICAELA,RIVAS QUIROZ,Nitish S.A.,Tecnica de Aseguramiento de Calidad y Técnica Laboratorista,1998,2000
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LAURA MICAELA,RIVAS QUIROZ,"Clínica Privada ""La Natividad""",Técnica en Enfermeria,2001,2002
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LAURA MICAELA,RIVAS QUIROZ,Tepsa,Secretaria Ejecutiva,2000,2001
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LAURA MICAELA,RIVAS QUIROZ,Ransa Comercial S.A.,Supervisora de Aseguramiento de la Calidad,2009,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LAURA MICAELA,RIVAS QUIROZ,Clinica Privada La Familia,Enfermería Técnica,1996,1997
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CAMPOS RODRIGUEZ,"Asociación Tecnológia, ecología y Desarrollo DETEC",Director Ejecutivo,1992,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CAMPOS RODRIGUEZ,Gobierno Regional San Martín - La Libertad,Representantes de la Asamblea Regional,1990,1992
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CAMPOS RODRIGUEZ,Ministerio de Educación Direccion Regional de La Libertad,Docente Estable - Instituto Nueva Esperanza,1980,1990
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CAMPOS RODRIGUEZ,Adan Consultores SAC,Gerente General,2007,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,GOBIERNO REGIONAL DE LIMA,ABOGADO DEL ORGANO DE CONTROL INSTITUCIONAL,2004,2006
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,ESSALUD,ASESOR DE GERENCIA GENERAL,2012,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,COLEGIO DE PROFESORES DEL PERU,ASESOR LEGAL,2010,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,ESSALUD,ASESOR DE LA GERENCIA CENTRAL DE PRESTACIONES SOCIALES Y ECONOMICAS,2011,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,NATURE CONSULTING SAC.,GERENTE DE OPERACIONES Y ASUNTOS LEGALES,2009,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,SUTRAN,SUB DIRECTOR DE FISCALIZACIÓN DE SERVICIOS COMPLEMENTARIOS,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS MARTIN,ROMANI SALAZAR,PARTICULAR,CARPINTERO,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FERNANDO,ZEBALLOS PATRON,SUTRAN,ABOGADO OFICINA DE ASESORÍA LEGAL,2013,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CAMPOS RODRIGUEZ,Instituto Nacional de Cultura - Escuela de Arte Dramatico,Sub Director,1976,1979
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ELENA FLORENTINA,URBANO SANCHEZ DE RAMIREZ,Asesoramiento Financieros,Asesora,2006,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIA ESTHER,PALOMINO AMARO,Taller de Manualidades,Dueña,1997,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SUEN HERBERT,WENSJOE MANTILLA,Export Import representaciones Wenman SAC,Gerente General,1982,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SUEN HERBERT,WENSJOE MANTILLA,Export Import representaciones Wenman SAC,Gerente General,1982,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,UNIVERSIDAD JAIME BAUSATE Y  MEZA,PROFESORA - CATEDRÁTICA,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,CONGRESO DE LA REPÚBLICA,ASESORIA,2013,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,GRUPO DE TRABAJO CONTRA LA CORRUPCIÓN,ASESORA,2012,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,CONGRESO DE LA REPÚBLICA,LABORES DE ASESORIA,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YORKA MARINA,GAMARRA BOLUARTE,PARLAMENTO ANDINO,ESPECIALISTA,2007,2009
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ZENON DELFIN,ARANDA ROMERO,Hostal El Recuerdo ,Director Gerente,2002,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ZENON DELFIN,ARANDA ROMERO,Policia Nacional del Peru,SOB PNP,1973,2004
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ZENON DELFIN,ARANDA ROMERO,Estudio Juridico Aranda Abogados,Abogado Litigante,2013,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,Instituto Nacional Penitenciario,Presidenta,2006,2007
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,Universidad Nacional Mayor de San Marcos,Docente,1993,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROSA DELSA,MAVILA LEON,ACADEMIA DE LA MAGISTRATURA,DOCENTE,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ALBERTO,FLORES SEABRA ,Universidad Privada Sergio Bernales - UPSB,Docente,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ALBERTO,FLORES SEABRA ,Universidad Privada de Ica,Docente,2015,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ALBERTO,FLORES SEABRA ,Centro de Investigacion de Psicologia Latinoamericana CIPAL,Docente,2008,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICARDO ALBERTO MANUEL,GRADOS ESCALANTE ,"Monaco Private  capital Corporation / GDR Privee, Inc",Consultor Externo,2010,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ALBERTO,FLORES SEABRA ,Centro Peruano de Estudios bancarios CEPEBAN,Docente,2011,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS ALBERTO,FLORES SEABRA ,Centro recreacional Diego Ferre,Docente,2010,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Compañia Minera Condestable,"Jefa de Bienestar Social, de Relaciones Industriales, de RR.HH",1989,1998
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ANA MARIA,ARENAS ANGULO DE ESPINOZA,Colegio de Enfermeros del Perú,Decana Nacional,2012,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Estudio Jurídico Pariño,Abogada,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Ministerio de Educación-UGEL 02,Jefa de Asesoria Juridica,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Ministerio de Educación UGEL 02,Presidenta de Comisión I. E. Asesora Juridica ,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TERESA DEL PILAR,LEON SANCHEZ,Ministerio de Educacion DITOE-Drelm - UGEL 07,"Coordinadora, Monotora, Promotora de Capacitaciones de Normatividad Educativa",1998,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ANA MARIA,ARENAS ANGULO DE ESPINOZA,Asesores en Salud EIRL,Gerente,2010,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ANA MARIA,ARENAS ANGULO DE ESPINOZA,Universidad San Juan Bautista,Docente,2007,2007
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ANA MARIA,ARENAS ANGULO DE ESPINOZA,Universidad San Martín de Porres,Docente,2010,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,Export Import Miguel Angel SAC,Gerente de Operaciones,2014,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,CAMARA DE COMERCIO DEL CALLAO,GERENTE DE PROYECTOS,2015,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,INDUSTRIAS ARGUELLESA E.I.R.L.,ASESOR EXTERNO DE PROYECTOS,2014,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,Asociacion Corporativa del Cuero del Peru,Consultor de Proyectos Industriales,2013,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAVIER FERNANDO,ARCE ALVARADO,Municipalidad Distrital de Santa Rosa ,Asesor de Cooperacion Internacional,2007,2008
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,Procuraduría General de la República.,Abogado. Procurador General del a Republica (a),1970,1990
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,Galeria la Movida I-II-III de la Sra. Edith Fernandez Ramos de Espinal,Apoderado Legal.,1992,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,Inversiones Don Quijote SAC-Operadora de Hotel Crowne Plaza Lima,Apoderado legal,1992,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,Estudio Juridico Jose Antonio Baffigo Torre,Abogado,1992,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JOSE ANTONIO,BAFFIGO TORRE,Congreso de la República,Diputado por Lima,1990,1992
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TONY FRANCO,BALDEON GARCIA,Centro de Estudios Educativos (CEE) Estrella de Belen S.A./ Colegio ,Gerente-Director-Promotor,1991,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO ERNESTO,CARDENAS ASPAJO,CENTRO DE ESTUDIOS FINANCIEROS ECONÓMICOS.,GERENTE GENERAL,1999,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,TONY FRANCO,BALDEON GARCIA,Baldeon Capacyachi-Camposano-Salgado&Auditores Asociados SCivil de R.L,Socio Administrador-Gerente,2013,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDUARD JOHN,NAVARRO CALDERON,Municipalidad de San Juan de Lurigancho,Promotor del Área de Participación Vecinal,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDUARD JOHN,NAVARRO CALDERON,Institución Educativa Privada Diego Thomson,Docente,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDUARD JOHN,NAVARRO CALDERON,Serpar Lima,Guardaparque-Vigilancia Interna,2010,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDUARD JOHN,NAVARRO CALDERON,"Empresa de Seguridad  ""Bóxer Security""",Agente de Seguridad Privada,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JULIO ERNESTO,CARDENAS ASPAJO,Congreso de la Republica,Asesor de Congresista ,2006,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDUARD JOHN,NAVARRO CALDERON,Institución Educativa Privada Frederick Taylor,Docente,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIO HENRY,GARCIA QUISPE,Entel Peru,Chofer Mecanico,1988,1994
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MARIO HENRY,GARCIA QUISPE,Telefónica del Perú S.A.A.,Tecnico,1995,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,RICHARD GERMAN,ORTEGA QUISPE,POLICIA NACIONAL DEL PERÚ,SUBOFICIAL PNP(R),1989,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDWIN ALFONSO,ESPINOZA CHAVEZ,Congreso de la República,Profesional,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDWIN ALFONSO,ESPINOZA CHAVEZ,ASIA CLEAN S.A.C.,GERENTE GENERAL,2011,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDWIN ALFONSO,ESPINOZA CHAVEZ,Congreso de la República,Jefe de Cooperación Internacional,2012,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MILKA JACQUELINE,SILVA MENDOZA,INSTITUTO PERUANO DE CIENCIAS JURIDICAS & SOCIALES VERITAS JURE VOX DE,VICEPRESIDENTE - CONSEJO DIRECTIVO ,2006,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDWIN ALFONSO,ESPINOZA CHAVEZ,Congreso de la República,ASESOR DESPACHO CONGRESAL,2011,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,EDWIN ALFONSO,ESPINOZA CHAVEZ,MUNICIPALIDAD DISTRITAL DE ASIA,JEFE DE ASESORIA LEGAL,2011,2011
PARTIDO HUMANISTA PERUANO,CONGRESISTA,HUMBERTO,PINAZO BELLA,Corporacion Copina S.R.L,Gerente,2007,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CARLOS SIPRIANO,DE LA CRUZ HINOSTROZA,ESTUDIO JURÍDICO DE LA CRUZ,ABOGADO,2002,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MAXIMILIANA,LLOCLLA TORRES,I.E. CEBA 1181,Auxiliar de Laboratorio,1986,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LUIS BELTRAN,ARONES HUALLANCA,"Empresa Contratistas Generales "" RUDIGOC S.A.""",Jefe de Área de Promoción y Desarrollo,1991,2000
PARTIDO HUMANISTA PERUANO,CONGRESISTA,WILFREDO,BARRIONUEVO TACUNAN,INSTITUTO DEL PERU,ASISTENTE DE INVESTIGACIÓN,2014,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,DAVID,CORDOVA ANTUNEZ,Instituto Nacional Penitenciario INPE,Tecnico Seguridad Penitenciario,1974,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NICANOR,NINA CUYA ,Ministerio de Transportes y Comunicaciones ,Tecnico Administrativo,1979,1993
PARTIDO HUMANISTA PERUANO,CONGRESISTA,NICANOR,NINA CUYA ,Trabajos Eventuales,Electricista,1993,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,KLEBERTH MARIO,CAMPOS JURADO,COMERCIANTE,IMPRESION - SERIGRAFIA ,1980,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE,BALBIN CONDOR,Universidad San Martin de Porres,Docente Universitario,1981,2006
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE,BALBIN CONDOR,Universidad Cesar vallejo,Docente Universitario,2010,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JORGE,BALBIN CONDOR,Congreso de la Republica,Profesional,2011,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,INGRID ELIZABETH,MARCOS MARCOS,ACOMERSUR MARELEX MICHELLE,VENDEDORA,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MERCEDES GISELA,CAMONES HINOSTROZA,HUAURA,VENDEDORA,2001,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,VICTOR MARCIANO,RODRIGUEZ CABEZA,SCHEMIN PERU S.A,Gerente,2010,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,SERAFIN AUGUSTO,DE PAZ HUERTA,MUNICIPALIDAD PROVINCIAL DE BARRANCA ,AUXILIAR COACTIVO,1996,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,Instituto de Investigaciones de la Amazonía Peruana,Gerente Regional,2004,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,Congreso de la Republica,Consultor,2003,2004
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,Instituto Nacional de Desarrollo,Consultor,2000,2001
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,Gobierno regional de Loreto,Secretraio Tecnico,2001,2002
PARTIDO HUMANISTA PERUANO,CONGRESISTA,CESAR,CHIA DAVILA ,Gobierno Regional de Madre de Dios,Secretario Tecnico,1998,2000
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YESENIA,DEL AGUILA ROMERO ,CAC SAnto Domingo de Guzman Ltda.,Analista de Créditos,2010,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YOLANDA,TORRE MONROY ,Polleria Doña Lola,Propietaria,2013,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YESENIA,DEL AGUILA ROMERO ,Municiaplidad Provincial de Tambopata,Sub Gerente de Programas Sociales,2015,2015
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YESENIA,DEL AGUILA ROMERO ,I.E.B.R Mis Huellitas,Promotora,2014,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,YESENIA,DEL AGUILA ROMERO ,IEBR Mis Huellitas,Promotora,2009,2009
PARTIDO HUMANISTA PERUANO,CONGRESISTA,FAUSTO LEONIDAS,SOBERON MUÑOZ,Corporacion Legal & Consultores SAC,Gerente General,2012,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,MANUEL,MEJIA ANTON,Gobierno Regional de Piura,Contador Público,1984,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,ROMY GISSELLY,TELLO CHAVEZ DE LUGIGO,CORPORACION LEGAL Y CONSULTORES SAC,CONSULTORA ,2014,Actualidad
PARTIDO HUMANISTA PERUANO,CONGRESISTA,GUILLERMO,CHAVEZ TIMOTEO,Universidad Nacional de Piura-Programa,Facilitador _Capacitador,2013,2013
PARTIDO HUMANISTA PERUANO,CONGRESISTA,GUILLERMO,CHAVEZ TIMOTEO,I.E. Jose Olaya Balandra,Docente de Area,2003,2014
PARTIDO HUMANISTA PERUANO,CONGRESISTA,GUILLERMO,CHAVEZ TIMOTEO,Universidad Nacional de Piura- Programa Pronafcap especializado,Especialista y Acompañante Pedagogico,2011,2012
PARTIDO HUMANISTA PERUANO,CONGRESISTA,LUZ IRENE,VASQUEZ RAMIREZ,Instituto de Educacion Superior Tecnologico Privado Tallan,Docente,1996,2016
PARTIDO HUMANISTA PERUANO,CONGRESISTA,JAIME FELIX,ESCUDERO MENDOZA,AGRONEGOCIOS LA BUENA COSECHA,TECNICO Y ASESOR PROFESIONAL,2011,Actualidad
