ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,AMBITO,NOMBRE_CARGO,ANIO_INICIO,ANIO_FINAL
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,JUAN DAVID,PERRY CRUZ,NACIONAL,SECRETARIO GENERAL NACIONAL,2007,2010
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,LEONOR,CASA ZEBALLOS ,PROVINCIAL,SECRETARIA DE JUVENTUDES,2010,2012
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,LUIS DANTE,ZUBIA CORTEZ,REGIONAL,Presidente del Movimiento Regional MIUVA,2010,2014
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,LUIS DANTE,ZUBIA CORTEZ,NACIONAL,Secretario General,1998,2000
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MARCIA,MONTERO LARA,NACIONAL,SECRETARIA NACIONAL DE MOVILIZACION,2004,2010
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MARCIA,MONTERO LARA,NACIONAL,SECRETARIA NACIONAL DE ORGANIZACION,2011,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MARIA DEL CARMEN,KOC ZEBALLOS,REGIONAL,Secretaria Comite Provincial,2010,2011
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MARIELA DANISSA,VEGA SANCHEZ,NACIONAL,SECRETARIA DE JUVENTUD,2004,2010
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MARLENY,SONCCO FARFAN,REGIONAL,SECRETARIA DE ASUNTOS PRODUCTIVOS  Y DE SERVICIOS,2014,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MARTIN,BELAUNDE MOREYRA ,NACIONAL,MIEMBRO DEL CEN,1995,1998
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,MILAGROS JUDITH,SILVA CHIRA,DISTRITAL,MILITANTE,2015,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,OBDULIA,PRADA TELLO,PROVINCIAL,PRESIDENTA COMITÉ ELECTORAL,2014,2015
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ROMAN LUIS,MARCELO CALLUPE,REGIONAL,Fundador,2005,2010
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ROSA,BAUTISTA NAVARRO ,NACIONAL,SECRETARIA DE ECONOMIA,2014,Actualidad
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,TITO HUGO,HUAMAN LOPEZ,PROVINCIAL,SUB-SECRETARIO DE ORGANIZACION,1978,1988
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,VICTOR HUGO,AGUILAR CHAVEZ ,DISTRITAL,SECRETARIO GENERAL,2011,2011
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER AUGUSTO,RUIZ SILVA ,NACIONAL,REPRESENTANTE LEGAL,2004,2012
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER AUGUSTO,RUIZ SILVA ,NACIONAL,FUNDADOR,2004,2012
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER AUGUSTO,RUIZ SILVA ,NACIONAL,PLENARIO ELECTORAL,2004,2012
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER AUGUSTO,RUIZ SILVA ,NACIONAL,SECRETARÍA GENERAL,2004,2012
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,WILDER VICTORIANO,CHAVEZ MARIN ,DISTRITAL,FUNDADOR PRESIDENTE,2005,2007
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,CONGRESISTA,ZENON,FARFAN CRUZADO,NACIONAL,MIEMBRO DE LA ASAMBLEA MACIONAL,2005,2007
ALIANZA ELECTORAL SOLIDARIDAD NACIONAL - UPP,PRIMER VICEPRESIDENTE DE LA REPUBLICA,JOSE LEON,LUNA GALVEZ,NACIONAL,SECRETARIO GENERAL,2011,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BENICIO,RIOS OCSA ,NACIONAL,SECRETARIO GENERAL REGIONAL,2014,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BENICIO,RIOS OCSA ,REGIONAL,SUB SECRETARIO,2006,2008
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,BENIGNO TEOFILO,CORNEJO VALENCIA ,REGIONAL,PRESIDENTE FUNDADOR,2013,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,CESAR,VILLANUEVA AREVALO ,REGIONAL,PRESIDENTE,2003,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,CHARLES ADRIAN,ZAPATA VEGA ,NACIONAL,SECRETARIO NACIONAL DE INFORMATICA,2009,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,CHARLES ADRIAN,ZAPATA VEGA ,NACIONAL,SECRETARIO NACIONAL DE EMPRESARIOS,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,DANIEL,QUIROZ ORIHUELA ,REGIONAL,RESPONSABLE POLITICO REGIONAL,2015,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,DAVID OSVALDO,CALDERON DE LOS RIOS ,REGIONAL,COORDINADOR POLITICO,2006,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDGAR SAMUEL,RAMIREZ RIVERA ,REGIONAL,RESPONSABLE POLITICO REGIONAL,2013,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDGAR SAMUEL,RAMIREZ RIVERA ,REGIONAL,RESPONSABLE POLITICO REGIONAL,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDUARDO GUILLERMO,ARTETA IZARNOTEGUI,REGIONAL,RESPONSABLE POLITICO DE LIMA METROPOLITANA,2014,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDUARDO RUBEN,CARHUARICRA MEZA ,REGIONAL,RESPONSABLE POLÍTICO REGIONAL DE PASCO,2012,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDWIN ALBERTO,DONAYRE GOTZCH,REGIONAL,RESPONSABLE POLITICO,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDWIN ALBERTO,DONAYRE GOTZCH,PROVINCIAL,PRESIDENTE FUNDADOR,2014,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,EDWIN SANTIAGO,SIFUENTES CHAVEZ ,DISTRITAL,SECRETARIO DISTRITAL,2006,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ELISA,CRESPO RODRIGUEZ,REGIONAL,RESPONSABLE POLÍTICO REGIONAL DE HUÁNUCO,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ELOY RICARDO,NARVAEZ SOTO ,REGIONAL,PRESIDENTE,1914,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ELSA,VASQUEZ RUIZ ,REGIONAL,SUPLENTE REPRESENTANTE LEGAL,2007,2007
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FELIX ALBERTO,CAMPOS CACERES ,REGIONAL,COORDINADOR REGIONAL,2015,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FERNANDO JUAN,ANDRADE CARMONA ,NACIONAL,PRESIDENTE,2011,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FERNANDO JUAN,ANDRADE CARMONA ,DISTRITAL,SECRETARIO GENERAL DISTRITAL,1995,2003
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FERNANDO JUAN,ANDRADE CARMONA ,NACIONAL,SECRETARIO GENERAL NACIONAL,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,FREDDY ALVARO,VRACKO METZGER ,REGIONAL,FUNDADOR PRESIDENTE,2004,2011
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GELACIO LOMBARDO,MAUTINO ANGELES ,NACIONAL,PRESIDENTE,2008,2013
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GELACIO LOMBARDO,MAUTINO ANGELES ,PROVINCIAL,PRESIDENTE,2002,2005
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GELACIO LOMBARDO,MAUTINO ANGELES ,REGIONAL,PRESIDENTE,2006,2008
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GIOVANNA JEANICE,ARANIBAR ROSAS ,NACIONAL,SECRETARIA NACIONAL DE LA MUJER,2015,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GIOVANNA JEANICE,ARANIBAR ROSAS ,PROVINCIAL,SECRETARIA REGIONAL DE AREQUIPA,2007,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GIOVANNA JEANICE,ARANIBAR ROSAS ,PROVINCIAL,SECRETARIA DE ECONOMIA,2006,2007
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GLORIA EDELMIRA,MONTENEGRO FIGUEROA ,NACIONAL,APODERADA,2010,2012
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GLORIA EDELMIRA,MONTENEGRO FIGUEROA ,NACIONAL,DIRECCION EJECUTIVA NACIONAL,2014,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,GLORIA EDELMIRA,MONTENEGRO FIGUEROA ,NACIONAL,SECRETARIA EJECUTIVA NACIONAL,2010,2010
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JENNY PAOLA,VALDIVIA HERRERA ,PROVINCIAL,SECRETARIA DE ORGANIZACIÓN,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JENNY PAOLA,VALDIVIA HERRERA ,REGIONAL,COORDINADORA REGIONAL DE LA LIBERTAD,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JOHAN,FLORES VILLEGAS ,REGIONAL,RESPONSABLE POLÍTICO REGIONAL,2012,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JORGE FAUSTO,SUMARI BUENDIA ,REGIONAL,SECRETARIO GENERAL,2006,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JORGE FELIX,RENGIFO HERRERA,REGIONAL,PERSONERO LEGAL TITULAR,2005,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JORGE FELIX,RENGIFO HERRERA,REGIONAL,SECRETARIO REGIONAL DE ORGANIZACION,2005,2005
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JOSE ALFONSO,MASLUCAN CULQUI ,REGIONAL,PRESIDENTE,2013,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JUAN CARLOS,PARETTO FLORES ,REGIONAL,PERSONERO LEGAL,2014,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JUAN NOE,CORNEJO CHINGUEL ,NACIONAL,1ER SECRETARIO DEPARTAMENTAL DE ORGANIZACIÓN,1990,1992
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JUAN NOE,CORNEJO CHINGUEL ,PROVINCIAL,RESPONSABLE POLÍTICO PROVINCIAL DE CHICLAYO,2014,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,JUAN RAMIRO,ALVARADO GOMEZ,DISTRITAL,SECRETARIO GENERAL,2014,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUIS AMERICO,MENENDEZ ROJAS,PROVINCIAL,SECRETARIO DE ORGANIZACION,2002,2004
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUIS CARLOS ANTONIO,IBERICO NUÑEZ,NACIONAL,SECRETARIO EJECUTIVO NACIONAL,2014,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUZ REBECA,CRUZ TEVEZ ,PROVINCIAL,RESPONSABLE POLÍTICA PROVINCIAL DE LA CONVENCION,2013,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,LUZ REBECA,CRUZ TEVEZ ,PROVINCIAL,SECRETARIA DE ORGANIZACION,2009,2010
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARCIAL ALCIBIADES,PALOMINO GARCIA MILLA ,REGIONAL,RESPONSABLE POLÍTICO REGIONAL DE LIMA PROVINCIAS,2013,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARCO TULIO,FALCONI PICARDO ,REGIONAL,PRESIDENTE,2014,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIA ISABEL,ARMAS ZAVALETA ,REGIONAL,RESPONSABLE POLÍTICO REGIONAL DE LA REGIÓN DE SAN MARTÍN,2011,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIA JESUS,ESPINOZA MATOS ,NACIONAL,PRESIDENTE,2001,2001
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIANO EUTROPIO,PORTUGAL CATACORA,REGIONAL,PRESIDENTE FUNDADOR,2010,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARIO JAVIER,QUISPE SUAREZ ,NACIONAL,MIEMBRO DEL COMITE DEPARTAMENTAL,2004,2006
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARITZA MARLENY,RAVELO CHAVEZ ,REGIONAL,SECRETARIA GENERAL REGIONAL,2014,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MARITZA MARLENY,RAVELO CHAVEZ ,REGIONAL,SECRETARIA REGIONAL DE LA MUJER,2010,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MILAGRITOS ALICIA,CARRASCO ARONES,PROVINCIAL,SECRETARIA DE LA MUJER,2015,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MILAGRITOS ALICIA,CARRASCO ARONES,PROVINCIAL,RESPONSABLE POLITICO,2003,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,MONICA MARGOT,GUILLEN TUANAMA ,REGIONAL,SECRETARIA GENERAL,2012,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,NESTOR ARMANDO,PARI GONZALES ,REGIONAL,COORDINADOR REGIONAL DE TACNA,2014,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,OMAR,MERINO LOPEZ ,PROVINCIAL,CORDINADOR PROVINCIAL,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,PEDRO GERARDO,REJAS TATAJE ,PROVINCIAL,SECRETARIO DE ORGANIZACIÓN,2009,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,PEDRO GERARDO,REJAS TATAJE ,REGIONAL,PRESIDENTE FUNDADOR,2014,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,PEDRO JORGE,LOPEZ BARRIOS ,PROVINCIAL,PRESIDENTE DE POR TI CALLAO,2015,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,PEDRO JORGE,LOPEZ BARRIOS ,PROVINCIAL,DIRECTOR EJECUTIVO REGIONAL,2012,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,PEDRO JORGE,LOPEZ BARRIOS ,PROVINCIAL,REPRESENTANTE LEGAL,2012,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,PEDRO JORGE,LOPEZ BARRIOS ,PROVINCIAL,FUNDADOR HONORIFICO,2012,2015
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICARDO,CHAVARRIA ORIA ,REGIONAL,PRESIDENTE,2008,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,RICHARD FRANK,ACUÑA NUÑEZ ,NACIONAL,DIRECCIÓN EJECUTIVA NACIONAL,2014,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ROGELIO ANTENOR,CANCHES GUZMAN,PROVINCIAL,RESPONSABLE POLÍTICO REGIONAL DE CALLAO,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,ROGELIO ANTENOR,CANCHES GUZMAN,REGIONAL,PRESIDENTE,2006,2014
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,SANDRA NOELHY,ARAGON CRUZ ,REGIONAL,SECRETARIA DE ORGANIZACION DE JUVENTUDES,2015,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,SANDRA NOELHY,ARAGON CRUZ ,PROVINCIAL,SECRETARIA DE ACTAS DEL COMITE EJECUTIVO PROVINCIAL,2015,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,UVALDO,PIZARRO PAICO ,NACIONAL,SEC. NACIONAL DE ASUNTOS ELECTORALES,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,UVALDO,PIZARRO PAICO ,NACIONAL,PERSONERO LEGAL NACIONAL,2004,2016
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,UVALDO,PIZARRO PAICO ,REGIONAL,SECRETARIO REGIONAL - PIURA,2015,Actualidad
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,VIRGILIO,ACUÑA PERALTA ,NACIONAL,SECRETARIO NACIONAL DE DIFUSIÓN,1994,2011
ALIANZA PARA EL PROGRESO DEL PERU,CONGRESISTA,WILBER RAUL,HURTADO TERRAZAS ,PROVINCIAL,RESPONSABLE POLÍTICO,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,ADELA YRENE,CORDOVA ALCARAZO ,REGIONAL,CANDIDATA AL CONGRESO REPÚBLICA,2011,Actualidad
ALIANZA POPULAR,CONGRESISTA,ADELA YRENE,CORDOVA ALCARAZO ,REGIONAL,DELEGADO CONVENCIÓN NACIONAL,2015,2015
ALIANZA POPULAR,CONGRESISTA,ADELA YRENE,CORDOVA ALCARAZO ,REGIONAL,DELEGADO CONVENCIÓN NACIONAL,2010,2010
ALIANZA POPULAR,CONGRESISTA,AIDA NALDY CLOTILDE,SOTOMAYOR GARCIA VDA DE ESTERRIPA,NACIONAL,SECRETARIA NACIONAL DE LOGISTICA,2011,2014
ALIANZA POPULAR,CONGRESISTA,ALBERTO,MESSA MEZA ,PROVINCIAL,SECRETARIO GENERAL / UNSA,1988,1989
ALIANZA POPULAR,CONGRESISTA,ALBERTO,MESSA MEZA ,DISTRITAL,SECRETARIO GENERAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,ALBERTO,MESSA MEZA ,NACIONAL,SECRETARIO GENERAL,2004,2006
ALIANZA POPULAR,CONGRESISTA,ALBERTO,MESSA MEZA ,DISTRITAL,SECRETARIO GENERAL,2001,2002
ALIANZA POPULAR,CONGRESISTA,ALFREDO ARCADIO,LOZADA BONILLA ,NACIONAL,PRESIDENTE DEL TRIBUNAL NACIONAL ELECTORAL,2007,2011
ALIANZA POPULAR,CONGRESISTA,ALFREDO ARCADIO,LOZADA BONILLA ,NACIONAL,SUB SECRETARIO NACIONAL DE FORMACION Y CAPACITACION,2004,2007
ALIANZA POPULAR,CONGRESISTA,ALFREDO ARCADIO,LOZADA BONILLA ,NACIONAL,SECRETARIO NACIONAL DE FORMACION Y CAPACITACION,2011,Actualidad
ALIANZA POPULAR,CONGRESISTA,ALONSO ALBERTO,NAVARRO CABANILLAS,NACIONAL,SEGUNDO VICE PRESIDENTE,2011,2015
ALIANZA POPULAR,CONGRESISTA,ALVARO JUANITO,QUISPE PEREZ,DISTRITAL,SEC. GRAL JAP VMT,2003,Actualidad
ALIANZA POPULAR,CONGRESISTA,ALVARO JUANITO,QUISPE PEREZ,REGIONAL,LIMA SUR- COORDINADOR ,2004,Actualidad
ALIANZA POPULAR,CONGRESISTA,ALVARO JUANITO,QUISPE PEREZ,NACIONAL,SEC. NAC. ORG. CIVILES,2010,2016
ALIANZA POPULAR,CONGRESISTA,ALVARO JUANITO,QUISPE PEREZ,DISTRITAL,SUB. SEG. GRAL,2008,2009
ALIANZA POPULAR,CONGRESISTA,AMELIA,UGARTE QUIROZ CURO DE SOTOMAYOR,REGIONAL,SEGUNDA SUB SECRETARIA REGIONAL,2016,Actualidad
ALIANZA POPULAR,CONGRESISTA,AMELIA,UGARTE QUIROZ CURO DE SOTOMAYOR,REGIONAL,SECRETARIA REGIONAL DE LA MUJER,2003,2006
ALIANZA POPULAR,CONGRESISTA,AMELIA,UGARTE QUIROZ CURO DE SOTOMAYOR,NACIONAL,PRIMERA SUB SECRETARIA NACIONAL MUJER - NORTE,2003,2006
ALIANZA POPULAR,CONGRESISTA,AMELIA,UGARTE QUIROZ CURO DE SOTOMAYOR,REGIONAL,SECRETARIA DE ESTRATEGIA Y DESARROLLO,2006,2010
ALIANZA POPULAR,CONGRESISTA,ANA CECILIA,URE SERRANO ,REGIONAL,Secretaria de Organizacion,2009,2010
ALIANZA POPULAR,CONGRESISTA,ANA CECILIA,URE SERRANO ,DISTRITAL,Secretaria de Organicacion,2015,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANA CECILIA,URE SERRANO ,REGIONAL,Miembro del Tribunal Electoral,2006,2008
ALIANZA POPULAR,CONGRESISTA,ANDREA ALICIA,CHAPARRO HUALPA,DISTRITAL,ASUNTOS LEGALES,2014,2015
ALIANZA POPULAR,CONGRESISTA,ANDREA ALICIA,CHAPARRO HUALPA,DISTRITAL,SECRETARIA DE ASUNTOS ELECTORALES,2016,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANGEL JAVIER,VELASQUEZ QUESQUEN,NACIONAL,Miembro de la Dirección Política Nacional,2004,2008
ALIANZA POPULAR,CONGRESISTA,ANGEL JAVIER,VELASQUEZ QUESQUEN,REGIONAL,Secretario General Departamental Lambayeque,1992,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANGEL JAVIER,VELASQUEZ QUESQUEN,NACIONAL,Secretario General,2016,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANGEL JAVIER,VELASQUEZ QUESQUEN,NACIONAL,Presidente de la Dirección Política Nacional,2009,Actualidad
ALIANZA POPULAR,CONGRESISTA,ANTONINA ROSARIO,SASIETA MORALES ,REGIONAL,Secretaria Metropolitana del Comite de Accion Politica de la Mujer,2005,2007
ALIANZA POPULAR,CONGRESISTA,ARTURO MARTIN,VILLANUEVA GUANILO ,REGIONAL,SECRETARIO GENERAL,2007,2008
ALIANZA POPULAR,CONGRESISTA,BELEN YSABEL,GARCIA MENDOZA,NACIONAL,PERSONERÍA LEGAL TITULAR,2014,2014
ALIANZA POPULAR,CONGRESISTA,BELEN YSABEL,GARCIA MENDOZA,REGIONAL,SECRETARIA REGIONAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,BELIZARIO MIGUEL,GONZALES HUAPAYA ,NACIONAL,MIEMBRO DEL TRIBUNAL ELECTORAL NACIONAL,2014,2015
ALIANZA POPULAR,CONGRESISTA,BELIZARIO MIGUEL,GONZALES HUAPAYA ,NACIONAL,SECRETARIO NACIONAL DE IDEOLOGIA Y PLANES DE GOBIERNO,2011,2014
ALIANZA POPULAR,CONGRESISTA,CARLOS ENRIQUE,CALDERON CARVAJAL,REGIONAL,Secretario General J.A.P. La Libertad,1985,1987
ALIANZA POPULAR,CONGRESISTA,CARLOS ENRIQUE,CALDERON CARVAJAL,NACIONAL,Coordinador de Gobiernos Locales,2005,2006
ALIANZA POPULAR,CONGRESISTA,CARLOS ENRIQUE,CALDERON CARVAJAL,NACIONAL,Miembro Elegido de la Comisión Política,1992,1999
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,NACIONAL,Secretaria Nacional de Juventudes,2011,2016
ALIANZA POPULAR,CONGRESISTA,CAROLINA MARIA,MC CALLOCK SILVA,DISTRITAL,Secretaria de Organizacion,2007,2011
ALIANZA POPULAR,CONGRESISTA,CESAR BENJAMIN,MUÑOZ VASQUEZ,PROVINCIAL,SECRETARIO DE ORGANIZACION,2012,2015
ALIANZA POPULAR,CONGRESISTA,CESAR BENJAMIN,MUÑOZ VASQUEZ,PROVINCIAL,SECRETARIO GENERAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,CESAR IGNACIO,ROMERO VERDE,PROVINCIAL,Secretario Gral. Oxapampa,1992,1998
ALIANZA POPULAR,CONGRESISTA,CLAUDE MAURICE,MULDER BEDOYA ,NACIONAL,SECRETARIO GENERAL,2004,2010
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,REGIONAL,SECREATARIO REGIONAL CER - AREQUIPA,2014,2015
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,REGIONAL,SECRETARIO ORGANIZACION CER - AREQUIPA,2010,2014
ALIANZA POPULAR,CONGRESISTA,DANTE ADOLFO,DE CORDOVA VELEZ ,REGIONAL,SEC. REGIONAL COMANDO DE ACCION,2015,2016
ALIANZA POPULAR,CONGRESISTA,DAVID ABRAHAM,SALAZAR MOROTE,REGIONAL,COORDINADOR REGIONAL,2002,2015
ALIANZA POPULAR,CONGRESISTA,DOYLE,ACOSTA BACA,NACIONAL,MIEMBRO SUPLENTE TRIBUNAL ELECTORAL,2014,2015
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,REGIONAL,Secretario General Departamental Lima,2007,2011
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,NACIONAL,Secretario Nacional de Politica,2011,2016
ALIANZA POPULAR,CONGRESISTA,EDGARDO RENAN,DE POMAR VIZCARRA,PROVINCIAL,Secretario Provincial Lima Sur,2004,2007
ALIANZA POPULAR,CONGRESISTA,ELIAS NICOLAS,RODRIGUEZ ZAVALETA,NACIONAL,SECRETARIO DE PRENSA Y PROPAGANDA,1992,1992
ALIANZA POPULAR,CONGRESISTA,ELMER,CAMPOS CHAVEZ,REGIONAL,SECRETARIO GENERAL,2015,2016
ALIANZA POPULAR,CONGRESISTA,ELSA,PUTPAÑA RUIZ ,REGIONAL,Presidenta del Tribunal Regional,2009,2009
ALIANZA POPULAR,CONGRESISTA,ELSA,PUTPAÑA RUIZ ,PROVINCIAL,Vice Presidente del Comite de Damas,2011,Actualidad
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MERINO CRUZ ,PROVINCIAL,PERSONERO ALTERNO,2000,2000
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MERINO CRUZ ,PROVINCIAL,PERSONERO ALTERNO,1988,1988
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MERINO CRUZ ,PROVINCIAL,SEC. GENERAL,1995,1999
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MELGAR MOSCOSO ,REGIONAL,SECRETARIO GENERAL,2009,2014
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MELGAR MOSCOSO ,REGIONAL,COORD. REG. DE JUVENTUDES,1985,1988
