ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,CENTRO_SECUNDARIA,FECHAS,GRADO1,GRADO2,GRADO3,GRADO4,GRADO5
PERU POSIBLE,CONGRESISTA,EDITH ISABEL,MONTALVO ROEL,COLEGIO FRANKLIN DELANO ROOSEVELT,1968 - 1971,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,EDITH ISABEL,MONTALVO ROEL,DEWITT JUNIOR HIGH SCHOOL,1965 - 1967,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,EDUARDA HAYDEE,TORPOCO RAYMUNDO ,PRIVADA PEBAL,1976 - 1980,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,EDUARDO,SALHUANA CAVIDES,GUILLERMO BILLINGHURST,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ELIZABETH,CARBONELL ORTIZ,Sagrado Corazon de Jesus,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ELOY CRISTOBAL,VEGA SOLOGUREN,GRAN UNIDAD ESCOLAR BOLOGNESI,1969 - 1974,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ELVIS FREDY,PALADINES SALVADOR,Colegio Militar Pedro Ruiz Gallo,2001 - 2003,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ELVIS FREDY,PALADINES SALVADOR,Jesus Nazareno,1999 - 2000,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,ERIKA ROXANA,HUANCAS RETTEZ,093 EFRAIN ARCAYA ZEVALLOS,1994 - 1998,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ERNESTO,PAZ PINARES,CRISTO REY,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ESTEBAN,SIANCAS PILLACA,SIMON RODRIGUEZ ,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,EVA LUZ,ROMERO HUARCAYA,CEBA SERAFIN DEL MAR N° 0373472,2008 - 2008,,,,,5TO
PERU POSIBLE,CONGRESISTA,EVA LUZ,ROMERO HUARCAYA,COLEGIO TUPAC AMARU II,1996 - 1999,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,EVER SALVADOR,BURGA SERRANO,ZENOBIO ZUMAETA CP RON CAJARURO,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,FATIMA ELIZABETH,PERALES ULLOQUE,"I.E. ""SARA ANTONIETA BULLÓN""",1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,FELIPE MAURICIO,ZEBALLOS FLOR,COLEGIO NACIONAL LA LIBERTAD,1951 - 1955,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,FELIX GERMAN,POMAJUICA ESTRADA,PRIMER COLEGIO COMUNAL INCA GARCILAZO DE ACOLLA,1961 - 1965,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,FRANCISCO AMADOR,HURTADO HERMOZA,COLEGIO SALESIANO ROSENTHAL DE LA PUENTE,2001 - 2005,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,FRANK,LINARES PEREZ ,CENTRO EDUCATIVO PARTICULAR DE JESUS,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,FREDY ERNAN,QUISPE YDME ,EL PERUANO DEL MILENIO,1996 - 2000,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,GERVASIO CLEMENTE,GARCIA SANCHEZ,GRAN UNIDAD ESCOLAR JOSÉ ANTONIO ENCINAS,1969 - 1973,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,GISSELA,ROJAS FERNANDEZ,SANTO TORIBIO DE MOGROVEJO,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,GLADYS AMPARO,TORRES HERNANDEZ,I.E. EL PORVENIR,1966 - 1970,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,GLYNDA LINA,LOZANO PEREZ ,DIVINO MAESTRO,1995 - 1995,1ERO,,,,
PERU POSIBLE,CONGRESISTA,GLYNDA LINA,LOZANO PEREZ ,RAMON CASTILLA ,1999 - 2000,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,GLYNDA LINA,LOZANO PEREZ ,SANTO TORIBIO DE MOGROVEJO,1996 - 1997,,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,GONZALO,CRUZ ABARCA,SAN JUAN,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,GROVER FELIPE,SANTOYO CCALLOHUARI,VICENTE LOPEZ DE OÑATE,1980 - 1988,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,GUIDO OCTAVIO,PANTIGOSO MOLINA ,C.N. SAN MARTIN,1973 - 1974,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,GUIDO OCTAVIO,PANTIGOSO MOLINA ,G.U.E. SAN CARLOS,1970 - 1972,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,HAMILTON RAUL,DURAND RAMIREZ,CLORINDA MATO DE TURNER ,1986 - 1986,,,,,5TO
PERU POSIBLE,CONGRESISTA,HAMILTON RAUL,DURAND RAMIREZ,I.E. P. WINNETKA,1984 - 1985,,,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,HELGA PAOLA,ELERA PITTA,SANTA TERESA DE LA INMACULADA CONCEPCION,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,HILDA,CHACCHA SUASNABAR ,MARIA AUXILIADORA ,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,HILDER ARLEX,HUAMAN ALBARADO ,E. SOBERON FLORES,1982 - 1984,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,HILDER ARLEX,HUAMAN ALBARADO ,TITO CUSI YUPANQUI,1985 - 1986,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,HILLMER HUMBERTO,REYES MURILLO,BULKELEY H.S.,1988 - 1991,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,HILLMER HUMBERTO,REYES MURILLO,MELITON CARVAJAL,1985 - 1987,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,HUGO ELVIS,PINEDO TORRES,C.N. BILLINGHURST,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ISAAC RAUL,HUAMALI SANCHEZ,GRAN UNIDAD ESCOLAR DANIEL ALCIDES CARRIÓN,1978 - 1978,,,,,5TO
PERU POSIBLE,CONGRESISTA,ISAAC RAUL,HUAMALI SANCHEZ,GRAN UNIDAD ESCOLAR SAN RAMÓN - TARMA,1977 - 1977,,,,4TO,
PERU POSIBLE,CONGRESISTA,ISAAC RAUL,HUAMALI SANCHEZ,I. N. E. I. N° 3 ANTENOR RIZO PATRON LEQUERICA,1974 - 1976,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,IVAN PAOLO,MONTALVO INOCENTE,IE. JOSÉ FAUSTINO SANCHEZ CARRIÓN,1996 - 1997,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,IVAN PAOLO,MONTALVO INOCENTE,IE. JOSÉ FAUSTINO SANCHEZ CARRIÓN ,1993 - 1993,1ERO,,,,
PERU POSIBLE,CONGRESISTA,IVAN PAOLO,MONTALVO INOCENTE,IEP. J. F. K,1994 - 1995,,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,JACINTO,VERASTEGUI VELARDE,Institucion Educativa Glorioso San Carlos,1970 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JACOB,SHAJIAN HIDALGO,MANUEL ANTONIO MESONES MURO,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JANET ELIZABETH,MIRANDA GARZON,COLEGIO NO ESCOLARIZADO BOON NEWMAN,1986 - 1986,,,,,5TO
PERU POSIBLE,CONGRESISTA,JANET ELIZABETH,MIRANDA GARZON,GUE MERCEDES CABELLO DE CARBONERA,1982 - 1985,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,JANETT GLORIA,PEREZ HUERTA ,INSTITUCION EDUCATIVA SANTA ROSA ,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JENNY IRIS,VALLE CAMPOS,C.E.P. ARBULU ,1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JESUS ALFREDO,TOVAR NOROÑA ,SAN MARTIN DE PORRES,1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JESUS AUGUSTO,CAMARENA LANDEO,COLEGIO MILITAR LEONCIO PRADO,1975 - 1977,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JESUS AUGUSTO,CAMARENA LANDEO,SALESIANO SANTA ROSA,1972 - 1974,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,JESUS ELIZABETH,TASAYCO TERCERO DE GOMEZ,COLEGIO NACIONAL BANDERA DEL PERU,1968 - 1972,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JIMMY,GUERRA REYNA,SANTO TORIBIO DE MOGROVEJO,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JOHN EVELIO,DEL ROSARIO RAMIREZ ,COLEGIO LATINOAMERICANO,1980 - 1982,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,JOHN EVELIO,DEL ROSARIO RAMIREZ ,JOSE DEL CARMEN MARIN ARISTA,1983 - 1984,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,JOHN ISRAEL,LEON CALIXTO,COLEGIO NACIONAL DE CALLAO,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JORGE,PERLACIOS VELASQUEZ,GUE MARIANO MELGAR ,1972 - 1976,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JORGE,PERALES CERCADO ,SAN CARLOS,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JORGE EDUARDO,LOPEZ VALLES,MELITON CARVAJAL,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JORGE LUIS,LUQUE SOLIS,C.P.E.E.I N° NUESTRA SEÑORA DE MONTSERRAT,1998 - 2001,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,JORGE LUIS,LUQUE SOLIS,TRILCE ,2002 - 2002,,,,,5TO
PERU POSIBLE,CONGRESISTA,JOSE LEONCIO,CASTAÑEDA ESPEJO,MARCIAL ACHARAN,1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JOSE MARIA,NAMOC MEDINA,CN SAN JUAN,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JUAN CARLOS,PALMA RAMIREZ,JOSÉ MARÍA EGUREN,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS,RAMIREZ CANCHARI,CEBA ROSA SANTA MARÍA ,2015 - 2015,,,,4TO,
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS,RAMIREZ CANCHARI,SIMON RODRIGUEZ,1966 - 1968,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS RODRIGO,PAZ ESPINOZA,COLEGIO MARIA AUXILIADORA - GONZALEZ VIGIL,1977 - 1981,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JUAN DE DIOS RODRIGO,PAZ ESPINOZA,MARIA AUXILIADORA GONZALEZ VIGIL,1977 - 1981,,,,,
PERU POSIBLE,CONGRESISTA,JUAN JORGE,GAVIDIA CASTILLO,COLEGIO NACIONAL DE VARONES ALEJANDRO BERTELLO BOLLATI,1971 - 1973,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JUAN JORGE,GAVIDIA CASTILLO,COLEGIO NACIONAL DE VARONES FIDEL OLIVAS ESCUDERO,1969 - 1970,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Gran Unidad Escolar San Carlos,1986 - 1989,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,JUANA,MAMANI CALSIN,Guillermo Mercado Barroso,1990 - 0,,,,,5TO
PERU POSIBLE,CONGRESISTA,JUANA GRIMALDA,GUTIERREZ RAMOS ,SAN VICENTE DE PAUL,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,JUANA MARIA DEL PILAR,DELGADO AGURTO,C. E. LOS CAPULLANOS,1980 - 1982,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,JUANA MARIA DEL PILAR,DELGADO AGURTO,C.E. MARIA AUXILIADORA,1983 - 1984,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,KAREN,SANTILLAN GHIORZO,CEP SANTA MARIA,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,KARLA MAGNOLIA,MAMANI VERIA,CLORINDA MATTO DE TURNER,1986 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,LEONARDO,CHILE LETONA,SIMON BOLIVAR DEL CUSCO,1985 - 1989,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,LOYDA MARINA,SOTO CASTEL DE REYNA,SAGRADO CORAZÓN,1989 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,LUCIO ALBERTO,ROSARIO MARTELL,GUE JOSE FAUSTINO SANCHEZ CARRION,1975 - 1980,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,CLAUDIO ORELLANA,C.N. INDEPENDENCIA ,1978 - 1981,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,LUIS ALBERTO,ARAUJO SALINAS,San Ignacio de Loyola,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,LUIS FERNANDO,DEZA COASACA ,MONTESSORI,1987 - 1988,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,LUIS FERNANDO,DEZA COASACA ,PEDRO VILCAPAZA,1984 - 1986,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,LUIS GUSTAVO,GUTIERREZ TICSE,COLEGIO AMERICANO,1989 - 1989,,,,,5TO
PERU POSIBLE,CONGRESISTA,LUIS GUSTAVO,GUTIERREZ TICSE,COLEGIO CIENCIAS,1988 - 0,,,,4TO,
PERU POSIBLE,CONGRESISTA,LUIS GUSTAVO,GUTIERREZ TICSE,COLEGIO CIRO ALEGRIA,1985 - 0,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,MAGDA,DEL MAR CRUZ,COLEGIO INMACULADA CONCEPCION,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MANUEL,RIOS ARCE,COLEGIO JOSE DE LA TORRE UGARTE,1991 - 1992,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,MANUEL,RIOS ARCE,JUAN PABLO CHAVEZ VILLAVERDE,1988 - 1990,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,MARCO ANTONIO AUGUSTO,PEREZ RAMIREZ ANDRADE,I. E ADEU,1998 - 2000,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,MARCO ANTONIO AUGUSTO,PEREZ RAMIREZ ANDRADE,I.E.P. MANUEL PARDO,2001 - 2002,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARGARITA ROCIO,PEREZ SILVA ,C.E PNP ALIPIO PONCE VASQUEZ,1980 - 1984,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIA AZUCENA,ALEGRIA ROMAN ,CESAR VALLEJO,1997 - 2001,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIA DEL CARMEN,OMONTE DURAND,Maria Auxiliadora,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIA IRENE,LARICO APAZA,COLEGIO PARROQUIAL JESUS NAZARENO,1993 - 1997,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIA TERESA,NUNURA RODRIGUEZ,MARIA ROSA MISTICA,1992 - 1996,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIANO AGUSTIN,RAMOS GARCIA,I . E. 56 SOCOTA,1967 - 1971,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIELA,MOYA SOTO ,CN LOS LIBERTADORES ,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARINA TERESA,VALENZUELA PACHECO,ARTURO PALOMINO RODRIGUEZ,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARIO,AQUISE GOMEZ,INSTITUTO NACIONAL DE COMERCIO Nº 32 M.H.C.,1975 - 1980,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MARY DEL CARMEN,URRUNAGA BERRIOS ,NUESTRA SEÑORA DE LA ASUNCION,1985 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MATEO,ESPINOZA CERDAN ,ALCIDES VASQUEZ,2000 - 2001,,,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,MATEO,ESPINOZA CERDAN ,SAN CARLOS,1998 - 1999,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,MATEO,ESPINOZA CERDAN ,SAN CARLOS,2002 - 2002,,,,,5TO
PERU POSIBLE,CONGRESISTA,MELQUIADES EULALIO,BALDEON PARDO ,C.N. MIXTO SAN PEDRO DE PIRCA ,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MERCEDES MELCHORA,JUZCAMAITA MENDIETA,IEP  NUESTRA SEÑORA DE FATIMA,1996 - 2000,,,,,
PERU POSIBLE,CONGRESISTA,MIGUEL AGUSTIN,PUESCAS RODRIGUEZ,cayetano heredia,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MIGUEL ANGEL,LAURA MEDINA,G.U.E JOSE GRANDA,1972 - 1973,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,MIGUEL ANGEL,LAURA MEDINA,G.U.E. JOSE MARIA EGUREN,1974 - 1976,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MIGUEL ANGEL,RODRIGUEZ MACKAY,G.U.E. RICARDO PALMA,1980 - 1984,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MILAGRITOS DE JESUS,TONG ALVARADO,nuestra señora de lourdes,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MILAGROS DE JESUS,URREA BRITO,CORONEL PEDRO PORTILLO ,2003 - 2003,1ERO,,,,
PERU POSIBLE,CONGRESISTA,MILAGROS DE JESUS,URREA BRITO,NUESTRA SEÑORA DE BELEN,2004 - 2007,,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,COLEGIO NACIONAL DEL CALLAO,1997 - 2000,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,MILAGROS ESTEFANIA,RODRIGUEZ CORNEJO,PRONOE SAN MARTIN DE PORRES,2005 - 2005,,,,,5TO
PERU POSIBLE,CONGRESISTA,MILAGROS JANET,GUZMAN SOTO,COLEGIO PARTICULAR MARIA AUXILIADORA,1973 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,MIRTA ISABEL,VELASQUEZ CHUMAN,I.E. PERU BIRF,1979 - 1983,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,NANCY IDALIA,GIL VILLANUEVA ,COLEGIO NACIONAL MIXTO CONCHUCOS,1986 - 1988,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,NORA JULIA,MELCHOR COHAILA,FRANCISCO ANTONIO DE ZELA,1970 - 1974,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,COLEGIO NACIONAL ABRAHAM VALDELOMAR,1968 - 1969,,,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,COLEGIO NACIONAL FEDERICO VILLARREAL,1967 - 1967,,2DO,,,
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,COLEGIO NACIONAL JUAN GUERRERO QUIMPER,1966 - 1966,1ERO,,,,
PERU POSIBLE,CONGRESISTA,ODILON,SILVA LEON,UNIDAD ESCOLAR MELITON CARBAJAL,1970 - 1970,,,,,5TO
PERU POSIBLE,CONGRESISTA,OSCAR,LOPEZ GUTIERREZ,GRAN UNIDAD ESCOLAR DANIEL ALCIDES CARRION,1971 - 1977,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,OSCAR ROLANDO,MORALES VEGA ,BARTOLOME HERRERA,1963 - 1967,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,PATRICIA ISABEL,DEL AGUILA GERBI,SAGRADO CORAZON DE JESUS,1974 - 1978,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,PEDRO CARLOS,FANO ACUÑA,COLEGIO NACIONAL LEONCIO PRADO,1982 - 1986,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,PEDRO HECTOR,PARCO ESPINOZA,COLEGIO MIXTO SAN JUAN DE HUASAHUASI,1969 - 1971,1ERO,2DO,3ERO,,
PERU POSIBLE,CONGRESISTA,PEDRO HECTOR,PARCO ESPINOZA,G.U.E SAN RAMON DE TARMA,1972 - 1973,,,,4TO,5TO
PERU POSIBLE,CONGRESISTA,PEDRO NICOLAS,CARRANZA LOPEZ,Jose Maria Euguren,1967 - 1968,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,PURISIMA MARITHE,PINEDO VASQUEZ,SAGRADO CORAZÓN ,1988 - 1993,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,RAFAEL,PEZO DIAZ,GRAN UNIDAD ESCOLAR MARISCAL OSCAR R. BENAVIDES,1971 - 1975,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,RENNAN SAMUEL,ESPINOZA ROSALES ,SANTISIMA TRINIDAD,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ROBERTO ANTONIO,CASTRO MEZONES,andres avelino caceres,1990 - 0,,,,,5TO
PERU POSIBLE,CONGRESISTA,ROBERTO ANTONIO,CASTRO MEZONES,san miguel de piura,1986 - 1989,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,ROBERTO EDMUNDO,ANGULO ALVAREZ,GUE SANCHEZ CARRION,1964 - 1965,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,ROBERTO EDMUNDO,ANGULO ALVAREZ,RAMON CASTILLA,1966 - 1968,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ROXANA JANET,DEL CARPIO RAMIREZ VDA DE LEON,ENGLISH SCHOOL BARTOLOME HERRERA,1981 - 1985,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,RUTH,QUISPE VALENZUELA,MERCEDES INDACOCHEA,1970 - 1970,,,,,5TO
PERU POSIBLE,CONGRESISTA,RUTH,QUISPE VALENZUELA,MERCEDES INDACOCHEA,1965 - 1970,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,RUTH,QUISPE VALENZUELA,NUESTRA SEÑORA MERCEDES,1965 - 1970,1ERO,2DO,3ERO,4TO,
PERU POSIBLE,CONGRESISTA,SANTOS JUVENAL,BORDA ORIHUELA,COLEGIO SECUNDARIO DE MENORES CESAR A. VALLEJO,1992 - 1998,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,SILVIA,BARRERA VASQUEZ ,JOSE HERACLIDES VELA VASQUEZ 0752,1987 - 1991,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,SUSSAN AMERIKA,NOVOA PESANTES,CEP MIXTO SAN JUAN DE LA CRUZ,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,TERESA ETELBINA,ALAGON JAUREGUI,GRAN UNIDAD ESCOLAR CLORINDA MATTO DE TURNER,1968 - 1973,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ULSER,ALEGRE VILLANUEVA,"INC N° 5 ""ALEJANDRO O. DEUSTUA - SANTA ISABEL - HUANCAYO""",1973 - 1978,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,ULSER,ALEGRE VILLANUEVA,INC N° 76 - HUANCAVELICA,1971 - 1972,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,VICTORIA,VILLANUEVA QUIÑONES ,COLEGIO NACIONAL MIXTO CONCHUCOS,1978 - 1982,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,WALTER FRANCISCO,GAGO RODRIGUEZ,GRAN UNIDAD ESCOLAR PEDRO A. LABARTHE,1974 - 1979,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,WARREN FRANCISCO,GONZALES MARTINEZ,COLEGIO NACIONAL DE IQUITOS,1975 - 1976,1ERO,2DO,,,
PERU POSIBLE,CONGRESISTA,WARREN FRANCISCO,GONZALES MARTINEZ,I.E.P SAN AGUSTÍN,1977 - 1979,,,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,WENDY,ROJAS MESIA,SANTO TORIBIO DE MOGROVEJO,1995 - 1999,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,WILDA LIZETH,PITOY CHAVEZ,LA INMACULADA CONCEPSIÓN ,1991 - 1995,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,WILFREDO AUGUSTO,IDME RAMOS,DEAN VALDIVIA,1984 - 1988,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,YENY ALICIA,VILLA ROJAS,C.N. SANTA ANA,1983 - 1987,1ERO,2DO,3ERO,4TO,5TO
PERU POSIBLE,CONGRESISTA,YVAN SEGUNDINO,HERNANDEZ CARRASCO,I.E REPUBLICA ARGENTINA,1986 - 1990,1ERO,2DO,3ERO,4TO,5TO
